rank,stock_id,name,industry,industry_canon,sector_l1,sector_l2,industry_ambiguous,gics_sector,gics_zh,gics_mixed,yf_sector,yf_super,icb_industry,yf_ticker,is_cyclical,cyclical_sector,date,revenue,revenue_prev_year,cum_revenue,cum_revenue_prev_year,yoy,mom,cum_yoy,cum_yoy_slope,cum_yoy_declining,consec_pos_yoy,mean_yoy_6m,std_yoy_6m,yoy_accelerating,seasonality,cagr_2y,n_months,pattern,score,tier
79,1007,模擬1007,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1007.TW,False,,2026-05-01,49730717,22403320.0,234501927,114285985.0,121.98,-0.12,105.19,22.562571428571424,False,6,101.94833333333334,15.026429401409889,True,淡季正常,-1.3805787127919134,36,穩定成長型,91.2,優選
80,1660,模擬1660,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1660.TW,False,,2026-05-01,73739619,54134791.0,366753109,284206587.0,36.21,6.46,29.04,-0.6994285714285713,False,36,27.316666666666666,7.027545011516389,True,淡季不淡(強訊),31.39889539987348,36,穩定成長型,91.0,優選
81,2292,模擬2292,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,2292.TW,False,,2026-05-01,28234088,13080037.0,132227968,65129642.0,115.86,-1.76,103.02,21.186857142857143,False,6,98.89333333333333,15.994398672313034,True,淡季正常,-0.7927164044989832,36,穩定成長型,91.0,優選
82,1056,模擬1056,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1056.TW,False,,2026-05-01,77350710,58525372.0,392925498,304696826.0,32.17,8.19,28.96,-0.4999999999999999,False,36,27.561666666666667,7.249757275630374,True,淡季不淡(強訊),26.835046765356886,36,穩定成長型,90.9,優選
83,1279,模擬1279,金融保險業,金融保險,金融,金融保險,False,Financials,金融,False,Financial Services,Cyclical,Financials,1279.TW,False,,2026-05-01,71407477,31222382.0,321868103,156869871.0,128.71,5.16,105.18,22.054000000000002,False,6,100.92333333333335,16.354010381418856,True,淡季正常,3.0443710527958467,36,穩定成長型,90.9,優選
84,1553,模擬1553,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,1553.TW,False,,2026-05-01,111487838,64230681.0,634697730,441041517.0,73.57,-6.66,43.91,5.794,False,5,35.68833333333333,28.361267259337254,True,淡季不淡(強訊),20.362670612066445,36,穩定成長型,90.9,優選
85,2077,模擬2077,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2077.TW,False,,2026-05-01,15996945,11707963.0,81282519,64923108.0,36.63,5.11,25.2,0.045142857142856894,False,36,25.455,6.8490625879264195,True,淡季不淡(強訊),28.960933676916213,36,穩定成長型,90.7,優選
86,2487,模擬2487,紡織纖維,紡織纖維,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,2487.TW,False,,2026-05-01,18746590,8682973.0,87631008,42876463.0,115.9,-0.69,104.38,22.490285714285715,False,6,98.56166666666667,17.4027099581901,True,淡季正常,0.14103004325505264,36,穩定成長型,90.6,優選
87,2518,模擬2518,貿易百貨業,貿易百貨,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,2518.TW,False,,2026-05-01,21450301,16177392.0,108395369,84050181.0,32.59,-2.17,28.97,0.31628571428571417,False,36,26.90666666666667,7.242434366672271,True,旺季正常,26.482762474702536,36,穩定成長型,90.6,優選
88,2233,宇隆,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2233.TW,False,,2026-05-01,113343329,85151886.0,537164758,413278501.0,33.11,17.04,29.98,6.385428571428572,False,6,30.198333333333334,17.735172601985642,True,旺季正常,8.198196735314633,36,穩定成長型,90.5,優選
89,4746,台耀,生技醫療業,生技醫療業,非電子,生技醫療,False,Health Care,醫療保健,False,Healthcare,Defensive,Health Care,4746.TWO,False,,2026-05-01,130646224,96255895.0,671138993,523482685.0,35.73,0.16,28.21,1.033714285714286,False,36,27.761666666666667,5.715136092478949,True,淡季正常,27.857341821282766,36,穩定成長型,90.5,優選
90,1343,模擬1343,運動休閒,運動休閒,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1343.TW,False,,2026-05-01,58314660,25959476.0,271359505,130634479.0,124.64,6.79,107.72,22.114,False,6,101.04833333333333,18.054937844134376,True,旺季正常,-2.754799761950444,36,穩定成長型,90.5,優選
91,1173,模擬1173,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1173.TW,False,,2026-05-01,29886499,13320883.0,137350682,67058968.0,124.36,2.26,104.82,22.414285714285715,False,6,99.63166666666666,18.27830537063604,True,旺季正常,-0.41838084905095885,36,穩定成長型,90.4,優選
92,1700,模擬1700,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1700.TW,False,,2026-05-01,107116352,76420063.0,531783948,414674180.0,40.17,1.47,28.24,0.45628571428571385,False,36,28.963333333333328,8.695768447290261,True,淡季正常,30.54542642338145,36,穩定成長型,90.3,優選
93,1365,模擬1365,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1365.TW,False,,2026-05-01,78450035,61208033.0,423980386,331780868.0,28.17,-1.82,27.79,0.5862857142857143,False,36,27.015000000000004,3.36798530281829,True,淡季正常,22.279619753957537,36,穩定成長型,90.3,優選
94,1951,模擬1951,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1951.TW,False,,2026-05-01,44295694,19062041.0,202339647,97209961.0,132.38,6.29,108.15,22.47914285714286,False,6,102.12333333333333,19.783299915725774,True,旺季正常,-0.20792864735721395,36,穩定成長型,90.1,優選
95,1666,模擬1666,建材營造業,建材營造,非電子,建材營造,False,Real Estate,不動產,True,Real Estate,Cyclical,Real Estate,1666.TW,False,,2026-05-01,95394106,74935404.0,517264319,395467202.0,27.3,-3.44,30.8,0.6371428571428571,False,36,30.271666666666672,2.2236937488981914,True,旺季不旺(警訊),22.344064289799338,36,穩定成長型,89.4,優選
96,1024,模擬1024,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1024.TWO,False,,2026-05-01,172711334,136805833.0,885299197,697943525.0,26.25,-1.58,26.84,0.7497142857142856,False,36,26.50833333333333,2.6454074460384276,True,淡季正常,24.703839469363075,36,穩定成長型,89.1,優選
97,2241,模擬2241,其他業,其他,非電子,其他,False,,,True,,,,2241.TW,False,,2026-05-01,80094287,61913403.0,411349110,321739965.0,29.37,-3.71,27.85,0.0922857142857142,False,36,25.895,6.883339184823986,True,淡季正常,26.61046811532255,36,穩定成長型,89.0,優選
98,2237,模擬2237,農業科技業,農業科技業,非電子,農業科技,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,2237.TW,False,,2026-05-01,34598045,28325799.0,180379822,142164572.0,22.14,3.68,26.88,1.006285714285714,False,36,26.423333333333336,3.768269570446833,True,旺季正常,21.98150260554641,36,穩定成長型,88.9,優選
99,2081,模擬2081,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2081.TW,False,,2026-05-01,7557594,5714747.0,39392282,31100615.0,32.25,6.77,26.66,-0.1540000000000001,False,36,26.328333333333333,3.276066832176794,True,淡季不淡(強訊),26.49322535840963,36,穩定成長型,88.7,優選
100,1031,模擬1031,通信網路業,通信網路業,電子,通信網路,False,Information Technology,資訊科技,True,Technology,Sensitive,Technology,1031.TW,False,,2026-05-01,136827365,92903719.0,693863819,532292110.0,47.28,2.11,30.35,3.939714285714287,False,4,26.52,23.062866979916727,True,淡季不淡(強訊),38.38072855011632,36,穩定成長型,88.7,優選
101,1481,模擬1481,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1481.TW,False,,2026-05-01,14574828,11536048.0,74231757,58152534.0,26.34,-3.59,27.65,2.1279999999999997,False,36,25.825000000000003,7.875287825427927,True,淡季正常,26.688383371142343,36,穩定成長型,88.5,優選
102,1373,模擬1373,生技醫療業,生技醫療業,非電子,生技醫療,False,Health Care,醫療保健,False,Healthcare,Defensive,Health Care,1373.TW,False,,2026-05-01,132576744,99161090.0,664938661,525214145.0,33.7,0.53,26.6,0.6128571428571432,False,36,26.77666666666667,4.803601658015462,True,淡季正常,26.271045877820033,36,穩定成長型,88.4,優選
103,2436,模擬2436,半導體業,半導體業,電子,半導體,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2436.TWO,False,,2026-05-01,96195948,79745790.0,487060935,384074352.0,20.63,3.19,26.81,0.2505714285714283,False,36,27.029999999999998,6.165968428938529,True,旺季正常,28.144068609585492,36,穩定成長型,88.4,優選
104,2304,模擬2304,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2304.TWO,False,,2026-05-01,34015693,27774996.0,177890997,140778076.0,22.47,-4.86,26.36,0.7417142857142859,False,36,26.414999999999996,3.6577440679559134,True,淡季正常,24.548544041695575,36,穩定成長型,88.3,優選
105,1010,模擬1010,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1010.TW,False,,2026-05-01,71606279,55859311.0,370980479,290958356.0,28.19,-0.7,27.5,0.37999999999999984,False,36,25.111666666666668,7.006374280293306,True,淡季正常,26.31912611662457,36,穩定成長型,88.2,優選
106,6472,保瑞,生技醫療業,生技醫療業,非電子,生技醫療,False,Health Care,醫療保健,False,Healthcare,Defensive,Health Care,6472.TWO,False,,2026-05-01,11882709,9623905.0,62339363,49146072.0,23.47,-1.4,26.85,1.319714285714286,False,36,25.876666666666665,5.504591013165485,True,淡季正常,23.513515035316047,36,穩定成長型,88.2,優選
107,2301,光寶科,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,2301.TW,False,,2026-05-01,117743050,93545455.0,620430009,490619755.0,25.87,-4.12,26.46,0.3402857142857148,False,36,26.733333333333334,5.173347293795597,True,淡季正常,26.67682261563671,36,穩定成長型,88.2,優選
108,1538,模擬1538,電器電纜,電器電纜,非電子,機電工業,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1538.TW,False,,2026-05-01,23201191,18878334.0,127657307,100934309.0,22.9,-5.58,26.48,0.698857142857143,False,36,26.495,4.895891985464277,True,淡季正常,23.686823669805168,36,穩定成長型,88.2,優選
109,1042,模擬1042,貿易百貨業,貿易百貨,非電子,民生消費,False,Consumer Discretionary,非必需消費,True,Consumer Cyclical,Cyclical,Consumer Discretionary,1042.TWO,False,,2026-05-01,154875210,124204777.0,813957410,642806780.0,24.69,-6.82,26.63,0.20457142857142838,False,36,25.338333333333335,4.302477645367711,True,淡季正常,27.76957603826147,36,穩定成長型,88.0,優選
110,1708,模擬1708,電子零組件業,電子零組件業,電子,電子零組件,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1708.TW,False,,2026-05-01,67985323,54486737.0,350229592,276047905.0,24.77,-1.5,26.87,0.40542857142857136,False,36,25.81833333333333,6.0623191840160375,True,淡季正常,29.135097510233553,36,穩定成長型,88.0,優選
111,2392,模擬2392,居家生活,居家生活,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,2392.TW,False,,2026-05-01,135283595,104912639.0,687457624,542545930.0,28.95,0.83,26.71,0.4737142857142861,False,36,24.953333333333333,4.356227980974161,True,淡季正常,23.385868622966054,36,穩定成長型,87.9,優選
112,1688,模擬1688,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,1688.TW,False,,2026-05-01,164211770,119553301.0,810799577,625618671.0,37.35,2.87,29.6,-0.3397142857142855,False,36,30.313333333333333,6.8984700397181475,True,淡季正常,34.022819102769894,36,穩定成長型,87.8,優選
113,1417,模擬1417,其他電子業,其他電子業,電子,其他電子,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1417.TWO,False,,2026-05-01,93124932,73437688.0,494970853,377611035.0,26.81,-2.72,31.08,1.629428571428571,False,36,28.421666666666667,8.078876606448587,True,旺季不旺(警訊),28.634997491286086,36,穩定成長型,87.3,優選
114,2095,模擬2095,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,2095.TW,False,,2026-05-01,27519315,21489042.0,149095699,118744068.0,28.06,-4.78,25.56,0.4971428571428572,False,36,26.040000000000003,3.6495524839811986,True,淡季正常,22.976869902898976,36,穩定成長型,87.2,優選
115,1067,模擬1067,汽車工業,汽車工業,非電子,機電工業,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1067.TW,False,,2026-05-01,87802561,58448232.0,446577539,340623905.0,50.22,8.9,31.11,2.9022857142857137,False,3,31.73166666666667,27.280853735826444,True,淡季不淡(強訊),29.982775876114264,36,穩定成長型,87.2,優選
116,2498,模擬2498,文化創意業,文化創意業,非電子,文化創意,False,Communication Services,通訊服務,False,Communication Services,Sensitive,Telecommunications,2498.TW,False,,2026-05-01,145079191,105490905.0,714496333,564177378.0,37.53,2.95,26.64,-0.955142857142857,False,36,25.368333333333336,7.430999072952588,True,淡季不淡(強訊),33.744073801286035,36,穩定成長型,87.2,優選
117,1702,模擬1702,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1702.TW,False,,2026-05-01,68832768,55203006.0,359860314,278112617.0,24.69,-5.84,29.39,-0.0031428571428573295,False,36,28.386666666666667,5.606444704286507,True,淡季正常,26.206512367828182,36,穩定成長型,87.2,優選
118,1453,模擬1453,觀光事業,觀光餐旅,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1453.TWO,False,,2026-05-01,32670388,24996990.0,164789366,131331171.0,30.7,-0.41,25.48,0.06828571428571441,False,36,26.101666666666663,4.269217011219843,True,淡季正常,26.704290703349407,36,穩定成長型,87.0,優選
119,2239,模擬2239,化學生技醫療,化學生技醫療,非電子,混類(化學/生技),True,,,True,,,,2239.TWO,False,,2026-05-01,20000475,9350521.0,96519041,45934614.0,113.9,-3.21,110.12,23.03514285714286,False,6,106.21166666666666,12.00179766627576,True,旺季不旺(警訊),-2.494174442214092,36,穩定成長型,87.0,優選
120,1062,模擬1062,資訊服務業,資訊服務業,電子,資訊服務,False,Information Technology,資訊科技,False,Technology,Sensitive,Technology,1062.TW,False,,2026-05-01,85223180,63314648.0,417633822,331186242.0,34.6,4.69,26.1,0.37628571428571456,False,36,25.856666666666666,6.4829485747013464,True,旺季正常,27.692686496759535,36,穩定成長型,87.0,優選
121,1434,模擬1434,電子商務,電子商務,非電子,民生消費,False,Consumer Discretionary,非必需消費,False,Consumer Cyclical,Cyclical,Consumer Discretionary,1434.TW,False,,2026-05-01,44181341,25064128.0,275790356,210014524.0,76.27,-12.31,31.32,4.094857142857142,False,4,39.13333333333333,36.89555649246788,True,淡季不淡(強訊),16.078686916803964,36,穩定成長型,86.8,優選
122,2516,模擬2516,食品工業,食品工業,非電子,民生消費,False,Consumer Staples,必需消費,False,Consumer Defensive,Defensive,Consumer Staples,2516.TW,False,,2026-05-01,31580433,24553110.0,157510104,127665352.0,28.62,7.14,23.38,0.40828571428571414,False,36,20.898333333333333,6.760116903985874,True,淡季不淡(強訊),24.093207603847745,36,穩定成長型,86.6,優選
123,1646,模擬1646,綜合,綜合,非電子,其他,False,Industrials,工業,False,Industrials,Sensitive,Industrials,1646.TW,False,,2026-05-01,30428731,24118725.0,159391883,127057518.0,26.16,1.42,25.45,0.18257142857142838,False,36,24.60666666666667,3.0998799259899656,True,淡季正常,22.599083559651856,36,穩定成長型,86.6,優選
