Group,Subgroup,Rank,Ticker,YFTicker,Name,MarketRaw,Market,Dimension,CountingFlag,SourceID,EvidenceStatus,Attribution,Positioning,SourceMetricUse,MembershipKey
K6 AI PC 零組件 · 記憶體模組,K AI PC 與消費電子,P,3260,3260.TW,威剛,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K6 AI PC 零組件 · 記憶體模組|3260
K6 AI PC 零組件 · 記憶體模組,K AI PC 與消費電子,,4967,4967.TWO,十銓,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K6 AI PC 零組件 · 記憶體模組|4967
K6 AI PC 零組件 · 記憶體模組,K AI PC 與消費電子,,5289,5289.TWO,宜鼎,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K6 AI PC 零組件 · 記憶體模組|5289
K6 AI PC 零組件 · 記憶體模組,K AI PC 與消費電子,G,8299,8299.TWO,群聯,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|K6 AI PC 零組件 · 記憶體模組|8299
L1 光學鏡頭 / CIS,L 其他科技族群,L,3008,3008.TW,大立光,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L1 光學鏡頭 / CIS|3008
L1 光學鏡頭 / CIS,L 其他科技族群,P,3406,3406.TW,玉晶光,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L1 光學鏡頭 / CIS|3406
L1 光學鏡頭 / CIS,L 其他科技族群,G,3019,3019.TW,亞光,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L1 光學鏡頭 / CIS|3019
L1 光學鏡頭 / CIS,L 其他科技族群,P,3362,3362.TW,先進光,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L1 光學鏡頭 / CIS|3362
L1 光學鏡頭 / CIS,L 其他科技族群,G,6271,6271.TW,同欣電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L1 光學鏡頭 / CIS|6271
L1 光學鏡頭 / CIS,L 其他科技族群,G,4976,4976.TW,佳凌,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L1 光學鏡頭 / CIS|4976
L2 低軌衛星 / 衛星通訊,L 其他科技族群,L,3491,3491.TWO,昇達科,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L2 低軌衛星 / 衛星通訊|3491
L2 低軌衛星 / 衛星通訊,L 其他科技族群,P,2314,2314.TW,台揚,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L2 低軌衛星 / 衛星通訊|2314
L2 低軌衛星 / 衛星通訊,L 其他科技族群,P,6285,6285.TW,啟碁,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L2 低軌衛星 / 衛星通訊|6285
L2 低軌衛星 / 衛星通訊,L 其他科技族群,,2312,2312.TW,金寶,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L2 低軌衛星 / 衛星通訊|2312
L2 低軌衛星 / 衛星通訊,L 其他科技族群,,3178,3178.TWO,公準,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L2 低軌衛星 / 衛星通訊|3178
L2 低軌衛星 / 衛星通訊,L 其他科技族群,G,6271,6271.TW,同欣電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L2 低軌衛星 / 衛星通訊|6271
L3 軍工航太,L 其他科技族群,L,2634,2634.TW,漢翔,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L3 軍工航太|2634
L3 軍工航太,L 其他科技族群,P,8033,8033.TW,雷虎,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L3 軍工航太|8033
L3 軍工航太,L 其他科技族群,P,8222,8222.TW,寶一,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L3 軍工航太|8222
L3 軍工航太,L 其他科技族群,,6199,6199.TWO,經緯,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L3 軍工航太|6199
L3 軍工航太,L 其他科技族群,G,8383,8383.TW,千附,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L3 軍工航太|8383
L3 軍工航太,L 其他科技族群,,2645,2645.TW,長榮航太,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L3 軍工航太|2645
L4 機器人 / 自動化,L 其他科技族群,L,2049,2049.TW,上銀,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L4 機器人 / 自動化|2049
L4 機器人 / 自動化,L 其他科技族群,L,1590,1590.TW,亞德客-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L4 機器人 / 自動化|1590
L4 機器人 / 自動化,L 其他科技族群,G,1597,1597.TWO,直得,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L4 機器人 / 自動化|1597
L4 機器人 / 自動化,L 其他科技族群,P,2359,2359.TW,所羅門,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L4 機器人 / 自動化|2359
L4 機器人 / 自動化,L 其他科技族群,P,2464,2464.TW,盟立,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L4 機器人 / 自動化|2464
L4 機器人 / 自動化,L 其他科技族群,,6188,6188.TWO,廣明,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L4 機器人 / 自動化|6188
L4 機器人 / 自動化,L 其他科技族群,L,2308,2308.TW,台達電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L4 機器人 / 自動化|2308
L5 電動車 / 車用零組件,L 其他科技族群,P,1536,1536.TW,和大,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L5 電動車 / 車用零組件|1536
L5 電動車 / 車用零組件,L 其他科技族群,L,3665,3665.TW,貿聯-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L5 電動車 / 車用零組件|3665
L5 電動車 / 車用零組件,L 其他科技族群,P,2231,2231.TW,為升,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L5 電動車 / 車用零組件|2231
L5 電動車 / 車用零組件,L 其他科技族群,G,8255,8255.TWO,朋程,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L5 電動車 / 車用零組件|8255
L5 電動車 / 車用零組件,L 其他科技族群,L,2308,2308.TW,台達電,上市,TWSE,D02_SUBGROUP_SSOT_V0100,DISPLAY_ONLY,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,SECONDARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L5 電動車 / 車用零組件|2308
L6 資安 / 系統整合,L 其他科技族群,P,6214,6214.TWO,精誠,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L6 資安 / 系統整合|6214
L6 資安 / 系統整合,L 其他科技族群,G,3029,3029.TW,零壹,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L6 資安 / 系統整合|3029
L6 資安 / 系統整合,L 其他科技族群,L,6690,6690.TWO,安碁資訊,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L6 資安 / 系統整合|6690
L6 資安 / 系統整合,L 其他科技族群,P,2480,2480.TW,敦陽科,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L6 資安 / 系統整合|2480
L6 資安 / 系統整合,L 其他科技族群,,6183,6183.TWO,關貿,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L6 資安 / 系統整合|6183
L7 工控 / 物流 / 供應鏈周邊,L 其他科技族群,P,2395,2395.TW,研華,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L7 工控 / 物流 / 供應鏈周邊|2395
L7 工控 / 物流 / 供應鏈周邊,L 其他科技族群,L,6166,6166.TWO,凌華,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L7 工控 / 物流 / 供應鏈周邊|6166
L7 工控 / 物流 / 供應鏈周邊,L 其他科技族群,P,2636,2636.TWO,台驊投控,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L7 工控 / 物流 / 供應鏈周邊|2636
L7 工控 / 物流 / 供應鏈周邊,L 其他科技族群,L,5609,5609.TWO,中菲行,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L7 工控 / 物流 / 供應鏈周邊|5609
L7 工控 / 物流 / 供應鏈周邊,L 其他科技族群,L,6160,6160.TWO,欣技,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L7 工控 / 物流 / 供應鏈周邊|6160
L8 生技醫療,L 其他科技族群,L,6472,6472.TWO,保瑞,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L8 生技醫療|6472
L8 生技醫療,L 其他科技族群,L,6446,6446.TW,藥華藥,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L8 生技醫療|6446
L8 生技醫療,L 其他科技族群,P,1795,1795.TW,美時,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L8 生技醫療|1795
L8 生技醫療,L 其他科技族群,G,4162,4162.TWO,智擎,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L8 生技醫療|4162
L8 生技醫療,L 其他科技族群,G,6562,6562.TWO,聯亞藥,上櫃,TPEX,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|L8 生技醫療|6562
M1 貨櫃航運,M 傳產輪動,L,2603,2603.TW,長榮,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M1 貨櫃航運|2603
M1 貨櫃航運,M 傳產輪動,P,2609,2609.TW,陽明,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M1 貨櫃航運|2609
M1 貨櫃航運,M 傳產輪動,G,2615,2615.TW,萬海,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M1 貨櫃航運|2615
M2 散裝航運,M 傳產輪動,P,2606,2606.TW,裕民,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M2 散裝航運|2606
M2 散裝航運,M 傳產輪動,L,2637,2637.TW,慧洋-KY,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M2 散裝航運|2637
M2 散裝航運,M 傳產輪動,P,2605,2605.TW,新興,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M2 散裝航運|2605
M2 散裝航運,M 傳產輪動,P,2612,2612.TW,中航,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M2 散裝航運|2612
M2 散裝航運,M 傳產輪動,P,2617,2617.TW,台航,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M2 散裝航運|2617
M2 散裝航運,M 傳產輪動,G,5608,5608.TW,四維航,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M2 散裝航運|5608
M2 散裝航運,M 傳產輪動,G,2641,2641.TW,正德,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M2 散裝航運|2641
M3 航空,M 傳產輪動,P,2610,2610.TW,華航,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M3 航空|2610
M3 航空,M 傳產輪動,L,2618,2618.TW,長榮航,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M3 航空|2618
M3 航空,M 傳產輪動,G,2646,2646.TW,星宇,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M3 航空|2646
M4 鋼鐵 · 扁鋼 / 不鏽鋼,M 傳產輪動,L,2002,2002.TW,中鋼,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M4 鋼鐵 · 扁鋼 / 不鏽鋼|2002
M4 鋼鐵 · 扁鋼 / 不鏽鋼,M 傳產輪動,P,2014,2014.TW,中鴻,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M4 鋼鐵 · 扁鋼 / 不鏽鋼|2014
M4 鋼鐵 · 扁鋼 / 不鏽鋼,M 傳產輪動,P,2023,2023.TW,燁輝,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M4 鋼鐵 · 扁鋼 / 不鏽鋼|2023
M4 鋼鐵 · 扁鋼 / 不鏽鋼,M 傳產輪動,G,2029,2029.TW,盛餘,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M4 鋼鐵 · 扁鋼 / 不鏽鋼|2029
M4 鋼鐵 · 扁鋼 / 不鏽鋼,M 傳產輪動,P,9957,9957.TW,燁聯,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M4 鋼鐵 · 扁鋼 / 不鏽鋼|9957
M4 鋼鐵 · 扁鋼 / 不鏽鋼,M 傳產輪動,G,2017,2017.TW,官田鋼,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M4 鋼鐵 · 扁鋼 / 不鏽鋼|2017
M5 鋼鐵 · 條鋼 / 型鋼,M 傳產輪動,L,2015,2015.TW,豐興,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M5 鋼鐵 · 條鋼 / 型鋼|2015
M5 鋼鐵 · 條鋼 / 型鋼,M 傳產輪動,P,2006,2006.TW,東和鋼鐵,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M5 鋼鐵 · 條鋼 / 型鋼|2006
M5 鋼鐵 · 條鋼 / 型鋼,M 傳產輪動,P,2028,2028.TW,威致,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M5 鋼鐵 · 條鋼 / 型鋼|2028
M5 鋼鐵 · 條鋼 / 型鋼,M 傳產輪動,G,2012,2012.TW,春雨,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M5 鋼鐵 · 條鋼 / 型鋼|2012
M5 鋼鐵 · 條鋼 / 型鋼,M 傳產輪動,,2038,2038.TW,海光,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,SAT,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M5 鋼鐵 · 條鋼 / 型鋼|2038
M6 金融,M 傳產輪動,L,2881,2881.TW,富邦金,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M6 金融|2881
M6 金融,M 傳產輪動,P,2882,2882.TW,國泰金,上市,TWSE,D02_SUBGROUP_SSOT_V0100,COUNT,SUBGROUP_SSOT_V0100,SSOT_ROSTER_ROW,PRIMARY,CORE,DISPLAY_ONLY_NOT_LIVE_CRITERIA,D02_SUBGROUP_SSOT_V0100|M6 金融|2882
