def_normalized_key,def_occurrences,def_distinct_values,def_groups,def_projects,def_sample_values,def_sample_files,def_severity
background,160,17,GENERAL,UNKNOWN;VIA;VIS,"#fff; || #fff;border:1px dashed #dbd9d3;border-radius:8px;padding:32px; || linear-gradient(90deg,#e74c3c,#f39c12,#f1c40f,#2ecc71,#3498db,#9b59b6); || linear-gradient(90deg,var(--sb1),var(--sb2),var(--sb3),var(--am),var(--rd),var(--pp)); || linear-gradient(92deg,var(--sb1) 0%,var(--sb4) 38%,var(--sb2) 64%,var(--sb3) 100%); || var(--bg); || linear-gradient(135deg,#0f172a,#263b6f); || var(--card);",VIA_ETF_Performance_Ranking.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VIA_Visual_Lock_v1.md; VeritasNexusCore_FREEZE_Report_v03.html,HIGH
t_textcontent,20,17,GENERAL,VIA,"v; || (v >= 0 ? '+' : '') + v + ""億""; || dt.toISOString().slice(5, 10); || it.l; svg.appendChild(t); || (v >= 0 ? ""+$"" : ""-$"") + Math.abs(v) + ""B""; || ""FY"" + (22 + Math.floor(i/12)); || ""$"" + (v/1000).toFixed(1) + ""T""; || yr + "" "" + half;",VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html,HIGH
column_005,39,16,PATH_IO;SCHEMA_FIELD,UNKNOWN;VDF;VIA,10D || def_frequency || def_sha12 || Status || ToolType || Role || Risk || Exists,03_ThreeRoundMatrix.csv; NEXUSCORE_ACTION_REGISTRY.csv; NEXUSCORE_EXTERNAL_BRIDGE_REPORT.csv; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv; NEXUSCORE_SCANONLY_INVENTORY.csv; NEXUSCORE_TOOL_MATRIX.csv; VDF_NexusCore_ModuleRegistry.csv; VDF_SentimentStrength_Registry.csv; VDF_SupportiveTools_Registry.csv; VIA_ETF_Performance_Ranking.csv; VeritasNexusCore_FREEZE_Manifest_v03.csv,HIGH
hovertemplate,38,16,GENERAL;VISUAL_LOCK,VIA,"`${name}: %{y:,.${opts.precision ?? 2}f}<extra></extra>` || `${name}: %{y:.${opts.precision ?? 2}f}<extra></extra>` || `${name}: %{y:.${opts.precision ?? 2}f}<extra></extra>`, || `${name}: %{y:,.0f}<extra></extra>` || `Sharpe (60d, ann., RF=${rfLabel}) %{y:.3f}<extra></extra>`, || '$Vol %{y:,.0f}<extra></extra>' || 'MA20 $Vol %{y:,.0f}<extra></extra>' || '量倍 %{y:.2f}x<extra></extra>'",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,HIGH
x,31,16,GENERAL,VIA;VIS,"x.concat(x.slice().reverse()), || 0.002, y: domains[i][1] - 0.001, || D.date[mxI], y: mxV, || D.date[mnI], y: mnV, || D.date[ddTroughI], y: D.adj[ddTroughI], || F.dateMonth.slice(s); y = F.revMonth.slice(s); yoy = F.revYoY.slice(s); || F.dateQuarter.slice(); y = F.revQuarter.slice(); || F.dateYear.slice(); y = F.revYear.slice();",VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,HIGH
padding,156,15,GENERAL,UNKNOWN;VIA;VIS,0; border:1px solid #000; } || 11px 18px 12px;display:flex;align-items:center;gap:14px} || 6px 7px;border-bottom:1px solid var(--line);font-weight:500;white-space:nowrap;cursor:pointer;user-select:none;position:sticky;top:0;background:var(--pane);z-index:2} || 28px 34px 22px 34px; || 16px; || 8px 12px; || 14px; || 10px;,NEXUSCORE_HYDRA_THREE_ROUND_MASTER_REPORT.html; VIA_ETF_Performance_Ranking.html; VIA_Visual_Lock_v1.md; VeritasNexusCore_FREEZE_Report_v03.html,HIGH
source,30,15,GENERAL;GOVERNANCE_POLICY;PATH_IO,VIA;VRN,"""uploaded_file"", || asset_load(open(""AST-PY-FNC-VIA-001-001.json"").read()) || base64.b64decode(b64.encode(""ascii"")).decode(""utf-8"") || asset_load(json_str) || ""passthrough"" || ""ssot"" || ""extra_map"" || ""cached""",VETF_VIA_RegistryCore_v1.py; VETF_VIA_SSOT_Unified.py; VIA_RegistryCore_v1.py; VIA_SSOT_Unified.py,HIGH
yaml_path,29,15,PATH_IO,VIA,$.def_meta || $.def_notion_beginning_source || $.def_anchor_index || $.def_yaml_ast_patch_contract || $.def_hardgate_taiwan_stock_ticker_identity || $.def_editable_governance_layers || $.def_udc_contract || $.def_io_encoding_database_governance,VIA_Governance_Unified_NotionBeginning_Detailed_Anchored_SSOT.yaml,HIGH
data_state,70,14,GENERAL,VIA,up || upper || mid || lower || bw || pct || neutral || rsi,VIA_P7_TWFocus.html,HIGH
const_t,42,14,GENERAL;SCHEMA_FIELD,VIA;VPL,"TYPES.find(x=>x.id===id);document.getElementById('bTag').textContent='展現方式：'+t.n+' · '+t.fit;drawPreview(id);} || SCHEMA.style_tokens; || i / NQ; || Math.min(1,Math.abs(r.dP)/mD),bg=r.dP>=0?`rgba(192,88,78,${(0.05+t*0.28).toFixed(3)})`:`rgba(79,138,91,${(0.05+t*0.28).toFixed(3)})`; || b.textContent; || P.team||[]; || $('#qcTitle').value||(cat+' 項目'); || document.createElementNS(NS, ""text"");",VIA_ActiveETF_Console (8).html; VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_Equity_Valuation_Terminal.html; VIA_P7_TWFocus.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VeritasPulse_App (3).html,HIGH
const_n,28,14,GENERAL,VIA,"120,days=[...Array(N)].map((_,i)=>'D'+i); || 60, days=[...Array(N)].map((_,i)=>'D'+i); || adj.length; || heights.length; || D.date.length; || 60; // months back || (rng()-0.5)*1.5; || st.period === 'l12' ? Math.min(12, F.dateMonth.length) : F.dateMonth.length;",VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_TW_ActiveETF_Matrix.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,HIGH
data_pref,28,14,GENERAL;VISUAL_LOCK,VIA,price_main.show_MA5 || price_main.show_MA10 || price_main.show_MA20 || price_main.show_MA60 || price_main.show_MA120 || price_main.show_MA240 || price_main.show_EMA10 || price_main.show_EMA20,VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,HIGH
anchor_id,28,14,ENGINE;GENERAL;GOVERNANCE_POLICY;MARKET_UNIVERSE;SCHEMA_FIELD,VIA,ANC-META-001 || ANC-NOTION-BEGINNING-001 || ANC-INDEX-001 || ANC-YAML-AST-PATCH-001 || ANC-HARD-TW-TICKER-001 || ANC-EDITABLE-GOVERNANCE-001 || ANC-UDC-001 || ANC-IO-DB-001,VIA_Governance_Unified_NotionBeginning_Detailed_Anchored_SSOT.yaml,HIGH
const_x,20,14,GENERAL,VIA,"D.date; || F.dateYear.slice(); || i=>L+pw*i/(n-1),Y=v=>Tp+ph*(SC.hi-v)/(SC.hi-SC.lo),y0=Y(0),bw=pw/(n-1); || get(r,'X'),M=get(r,'M'),NX=+(X.val-M.val).toFixed(1),nxsh=X.share+M.share,nt=NX>=0?'up':'dn'; || i=>L+pw*i/(lab.length-1),Y=v=>T+ph*(hi-v)/(hi-lo); || i=>L+pw*(i+0.5)/n,Y=v=>Tp+ph*(hi-v)/(hi-lo),bw=Math.max(1.5,pw/n*0.62); || i=>L+pw*(i+0.5)/n,Y=v=>Tp+ph*(hi-v)/(hi-lo); || get(r,'X'),M=get(r,'M'),NX=+(X.val-M.val).toFixed(2),nxsh=X.share+M.share,nt=NX>=0?'up':'dn';",VIA_Equity_Valuation_Terminal.html; VIA_Macro_GDP_Identity_Console (2).html; VIA_Macro_Master_Template.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VIA_Yield_Curve_Spread.html,HIGH
color,95,13,VISUAL_LOCK,UNKNOWN;VIA;VIS,var(--primary); display: flex; justify-content: space-between; align-items: center; } || var(--primary); margin-top: 2px; } || var(--muted); padding: 6px 8px; text-align: left; ||  || var(--ink); || white; || #dbeafe; || #334155;,Invoke-VIA-ALL.ps1; NEXUSCORE_ACTION_RUNNER_MATRIX.html; NEXUSCORE_SCANONLY_INVENTORY.html; VIA_LL34_Append.ps1; VIA_Visual_Lock_v1.md; VeritasNexusCore_FREEZE_Report_v03.html,HIGH
column_007,28,13,PATH_IO;SCHEMA_FIELD,UNKNOWN;VDF;VIA,60D || def_output_score || def_status || CheckStatus || Status || RelativePath || EntryMode || TargetEnv,NEXUSCORE_ACTION_REGISTRY.csv; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv; NEXUSCORE_SCANONLY_INVENTORY.csv; NEXUSCORE_TOOL_MATRIX.csv; ROUND_1_SAFE_FIXES.csv; ROUND_2_SAFE_FIXES.csv; VDF_SentimentStrength_Registry.csv; VDF_SupportiveTools_Registry.csv; VIA_ETF_Performance_Ranking.csv; VeritasNexusCore_FREEZE_Manifest_v03.csv,HIGH
status,25,13,ENGINE;GENERAL;GOVERNANCE_POLICY,UNKNOWN;VDF;VEF;VIA;VRN,VDF_SUPPORTIVE_TOOLS_IMPLEMENT_READY || VDF_SENTIMENT_STRENGTH_ENGINE_READY ||  || SEALED_OK || VIA_CENTRAL_GOVERNANCE_READY_ADDITIVE || NEXUSCORE_SUPPORTIVE_LAYER_READY || READY || REVIEW,Invoke-VIA-ALL.ps1; Invoke-VIA-PolyglotCheckTestRepair-v0101.ps1; Invoke-VIA-UltimateEngineForge-AIO-v060.ps1; NEXUSCORE_AI_ONBOARDING.md; NEXUSCORE_EXTERNAL_BRIDGE_REPORT.json; VDF_SentimentStrength_Import_Summary.json; VDF_SupportiveTools_Implement_Summary.json; VETF_VIS_InstallHealthRegistry_VRN_v02143.json; governance_summary.json,HIGH
bg,40,12,GENERAL,UNKNOWN;VIA;VIS;VPL,#f5f4f0 || #f5f4f0;--pane:#fbfaf7;--sf:#fff;--sf2:#fafaf8;--line:#dbd9d3;--line2:#e7e5df; || #f5f4f0; --bg1:#edecea; --bg2:#e5e3df; --sf:#fff; --sf2:#fafaf8; || #f5f4f0; /* page background (warm off-white) */ || #f5f4f0;--pane:#fbfaf7;--sf:#fff;--line:#dbd9d3;--line2:#e7e5df; || #f5f4f0;--panel:#fbfaf7;--panel-alt:#f0eee8;--ink:#1a1916;--ink-soft:#56524a;--ink-faint:#8f897c; || #f5f4f0;--bg1:#edecea;--bg2:#e5e3df;--sf:#fff;--sf2:#fafaf8; || #f9f9f6,VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_ETF_Performance_Ranking.html; VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_Main (2).html; VIA_Main.html; VIA_P2_GlobalFlow.html; VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VIA_Visual_Lock_v1.md; VeritasPulse_App (3).html; governance_report.html,HIGH
column_006,30,12,PATH_IO;SCHEMA_FIELD,UNKNOWN;VDF;VIA,20D || def_unit || def_size_kb || Risk || Path || Priority || SizeBytes || Problem,NEXUSCORE_ACTION_REGISTRY.csv; NEXUSCORE_EXTERNAL_BRIDGE_REPORT.csv; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv; NEXUSCORE_SCANONLY_INVENTORY.csv; NEXUSCORE_TOOL_MATRIX.csv; ROUND_1_PANORAMA_FINDINGS.csv; ROUND_1_SAFE_FIXES.csv; ROUND_2_PANORAMA_FINDINGS.csv; VDF_SentimentStrength_Registry.csv; VDF_SupportiveTools_Registry.csv; VIA_ETF_Performance_Ranking.csv; VeritasNexusCore_FREEZE_Manifest_v03.csv,HIGH
aria_label,20,12,GENERAL,VIA,toggle navigation || menu || collapse || single chart preview || cross check || ${t.n} || preview chart || cross check chart,VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_Main (2).html,HIGH
0_path,20,12,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_freeze_reports\FREEZE_20260608_181208\VeritasNexusCore_FREEZE_Run.log || C:\Users\tonyk\envs\via_core_312\Scripts\python.exe || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193916\_supportive_cache || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201042\_supportive_cache || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201043\_supportive_cache || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner_patch\RUN_20260610_193726\_backup\Invoke-VeritasNexusCore.ps1.backup_20260610_193726 || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_external_bridge_patch\RUN_20260610_201618\_bridge\Invoke-NexusCore-ExternalBridge.ps1,NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.json; NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json; NEXUSCORE_DOWNLOADONLY_REPORT.json; NEXUSCORE_EXTERNAL_BRIDGE_PATCH_REPORT.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json,HIGH
ink,19,12,GENERAL,UNKNOWN;VIA;VIS;VPL,#1e1d1a || #33312b || #33312b;--i1:#46443d;--sub:#6f6d66;--mut:#9a978f;--i4:#c4c0b8; || #1e1d1a;--i1:#3d3c38;--sub:#6f6d66;--mut:#9a978f;--i4:#c4c0b8; || #2b2b29 || #1a1a1a; /* primary text */ || #2b2b29;--sub:#6f6d66;--mut:#9a978f; || #1a1916,VIA_ActiveETF_Console (8).html; VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_ETF_Performance_Ranking.html; VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_Main (2).html; VIA_Main.html; VIA_TW_ActiveETF_Matrix.html; VIA_Visual_Lock_v1.md; VeritasPulse_App (3).html,HIGH
const_lo,16,12,GENERAL,VIA,"+(Math.min(open,close)*(1-rng()*0.012)).toFixed(2); || Math.min(r[0], -0.2), hi = Math.max(r[1], 0.5); || Math.min(r[0], 0), hi = Math.max(r[1], 0); || info.targetLowPrice, hi = info.targetHighPrice; || t.low,hi=t.high,Y=v=>Tp+ph*(hi-v)/(hi-lo); || Math.min(...allPrices), hi = Math.max(...allPrices); || Math.min(...allDef) * 1.05; || 0;",VIA_Equity_Valuation_Terminal.html; VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,HIGH
data,24,11,DATA_SOURCE;GENERAL;MARKET_UNIVERSE;SCHEMA_FIELD,VIA,"[{type:'bar',x:days,y:vol,marker:{color:up.map(u=>u?C.up:C.dn),opacity:0.45},yaxis:'y2'}, || [{type:'scatter',mode:'lines',x:days,y:lineA.map(v=>v/lineA[0]*100),line:{color:C.bl,width:swWidth}}, || [{type:'bar',x:days,y:price.map(v=>v-100),marker:{color:price.map((v,i)=>i&&v>=price[i-1]?C.up:C.dn),opacity:swOpacity}}]; || [{type:'bar',x:days,y:lineA.map(v=>v/40),marker:{color:C.bl,opacity:swOpacity}}, || [{type:'bar',orientation:'h',y:rows.map(r=>r.label),x:rows.map(r=>r.val), || [{type:'heatmap',z,colorscale:[[0,C.dn],[0.5,'#f5f4f0'],[1,C.up]],showscale:false}];lay.margin={l:36,r:10,t:8,b:24}; || {""meta"":{""title"":""主動式 ETF 績效與資金流排行"",""subtitle"":""Active ETF Performance & Fund-Flow Ranking"",""source"":""VDF · TWSE/TPEx 日 ADJ CLOSE + 投信申贖淨流 (SAMPLE)"",""generated"":""2026-06-02"",""dates"":[""2025-06-12"",""2025-06-13"",""2025-06-16"",""2025-06-17"",""2025... || []",VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_ETF_Performance_Ranking.html; VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html,HIGH
generated,21,11,MACRO_SENTIMENT,UNKNOWN;VIA;VRN,2026-06-17 20:16:13 || 2026-06-02 || 2026-05-06 03:14:26 || 2026-05-06 02:38:31 || 2026-05-06 02:12:20 || 20260610_193914 || 20260610_193915 || 20260610_201618,NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json; NEXUSCORE_ENVMANAGER_PLAN.json; NEXUSCORE_EXTERNAL_BRIDGE_CONTRACT.json; VIA_ActiveETF_PackList (1).json; VIA_ActiveETF_PackList.json; VIA_SafePolyglotOptimizer_v0102_README.md; VRN_HealthCheck_Summary.json; VRN_Production_Manifest.json; cross_validation_summary.json; panorama_summary.json,HIGH
font,20,11,GENERAL;VISUAL_LOCK,VIA;VIS,"{family:""'DM Mono',monospace"",size:9,color:C.mut},showlegend:false, || { family:'DM Sans, system-ui, sans-serif', color:'#1e1d1a', size:11 }, || { family:'DM Mono', size:11, color:'#1e1d1a' } || { family:'DM Mono', size:9.5, color:'#9c9890' }, || { family:'DM Mono', size:10, color:'#c96b5a' }, || { family:'DM Mono', size:10, color:'#5a9e6f' }, || {family:'DM Mono', size:10, color:'#7a6daa'}, || { family:'DM Sans, system-ui, sans-serif', size:9.5, color:'#1e1d1a' },",VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,HIGH
const_v,18,11,GENERAL,VIA;VPL,Math.round(15e6 + rng()*35e6 + Math.abs(ret)*2e9); || arr[i]; || arr[i]; if (v == null || isNaN(v)) continue; || inp.value.trim().toUpperCase(); || $('#inBase').value;if(v && !v.includes('__BASE__')){freeze(true);}else{$('#inBase').value='';$('#inDict').value='';} || sumBudget('planned')-sumBudget('actual'); || parseFloat(c.dataset.v); || peak - (1400 / (1 + Math.exp(-(t-0.4)*8)));,VIA_ActiveETF_Console (8).html; VIA_P1_MarketOverview.html; VIA_P2_GlobalFlow.html; VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VeritasPulse_App (3).html,HIGH
output_dir,13,11,PATH_IO,UNKNOWN;VDF;VIA;VRN,"""1-4-TWFullMarket"" || ""1-7-SSOTResolver"" || r""C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\dict\1-2-TWStockData"" || ""1-0-TWUniverse"" || ""1-5-TWStockFilter"" || ""1-x-MyModule"", || ""1-3-YFinanceUniverse"" || def_PARAM_BASE_DIR / ""_via_registry_output""",VDF_MDL001_TWEquityEngine.py; VDF_MDL001_TWUniverse_Verify.py; VDF_MDL004_TWFullMarketEngine (2).py; VDF_MDL005_TWStockFilter (1).py; VDF_MDL007_SSOTResolver (1).py; VDF_OutputManager.py; VETF_VIA_RegistryCore_v1.py; VIA_RegistryCore_v1.py; yfinance_universal_engine_v5 (2).py,HIGH
const_rows,12,11,GENERAL;MARKET_UNIVERSE;PATH_IO;VISUAL_LOCK,VIA;VPL,"ETFS.map((e,i)=>{const base=(r()-0.42);return {tk:e[0],nm:e[1],verified:i<8,vals:HOR.map((h,j)=>+(((r()-0.4)*6+base*4+(j*0.6))).toFixed(1)),hot:Math.round(r()*100),intent:+(r()*2-0.5).toFixed(2)};}); || divRows(); || c.subs.map(s=>{const yc=s.yoy>=0?'up':'dn'; || visibleRows(); || P.contacts.map(c=>`<div class=""contact-row""><span class=""avatar"">${esc(c.name[0])}</span><div><div class=""cn"">${esc(c.name)}</div><div class=""cr"">${esc(c.role)} · ${esc(c.org)}</div></div><a class=""ch"" href=""#"">${c.channel}: ${esc(c.handle)... || t.map(m=>{const pc=Math.round(m.allocation*100),col=pc>85?'var(--rust)':pc>60?'var(--amber)':'var(--accent)'; || plans.map(p=>{let cells=p.phases.map(ph=>`<td><div class=""cell"" style=""background:${col(ph[1])};color:${ph[1]>55?'#fff':'var(--ink)'}"">${esc(ph[0])}<br>${ph[1]}%</div></td>`).join(""""); || conns.map(c=>`<div class=""conn""><span class=""logo"" style=""background:${c[2]}"">${c[0]}</span><div><div class=""cn"">${c[1]}</div><div class=""cs""><span class=""dotk"" style=""background:${c[4]===""on""?""var(--green)"":""var(--ink-faint)""}""></span>${c[...",VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_ETF_Performance_Ranking.html; VIA_TW_ActiveETF_Matrix.html; VIA_US_Macro_Template.html; VeritasPulse_App (3).html,HIGH
const_host,12,11,GENERAL,VIA,"document.getElementById(""vap-chart""); || document.getElementById(hostId); || document.getElementById(""deficit-chart""); || document.getElementById(""fed-chart""); || document.getElementById(""fx-factors""); || document.getElementById(""dxy-bt-chart""); || document.getElementById(""country-flow""); || document.getElementById(""rotation-chart"");",VIA_P2_GlobalFlow.html; VIA_P4B_USMacroPart2.html; VIA_P7_TWFocus.html,HIGH
bl,43,10,GENERAL,UNKNOWN;VIA,#4c78a8 || #4c78a8;--bl-l:#d0e1f0;--tl:#439a9a;--tl-l:#c8e6e6;--gn:#5a9e6f;--gn-l:#cde8d5;--am:#c4943a;--am-l:#f5e2b8;--rd:#c0584e;--co:#c96b5a;--vi:#7a6daa;--ro:#b05580;--sky:#64b5cd; || #4c78a8;--bl-l:#d0e1f0;--tl:#439a9a;--gn:#4f8a5b;--gn-l:#cde8d5;--am:#c8902f;--am-l:#f5e2b8;--rd:#c0584e;--co:#c96b5a;--vi:#7a6cae;--ro:#b05580; || #4c78a8;--bl-l:#d0e1f0;--tl:#439a9a;--tl-l:#c8e6e6;--gn:#4f8a5b;--gn-l:#cde8d5; || #4c78a8; --bl-l:#d0e1f0; || #4c78a8;--tl:#439a9a;--rd:#c0584e;--gn:#4f8a5b;--am:#c8902f;--pp:#7a6cae;--sb1:#4c72b0;--sb2:#439a9a;--sb3:#55a868;--sb4:#64b5cd; || #4c78a8;--bl-l:#d0e1f0;--tl:#439a9a;--tl-l:#c8e6e6;--gn:#5a9e6f;--gn-l:#cde8d5; || #4c78a8;--tl:#439a9a;--rd:#c0584e;--gn:#4f8a5b;--am:#c8902f;--pp:#7a6cae;,VIA_ActiveETF_Console (8).html; VIA_AutoPlot_Console (1).html; VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_ETF_Performance_Ranking.html; VIA_HomeLauncher_Optimized_Consolidated_v1_1_0.html; VIA_Main (2).html; VIA_Main.html; VIA_TW_ActiveETF_Matrix.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html; VIA_US_Macro_Template (1).html; VIA_US_Macro_Template.html; VIA_Yield_Curve_Spread.html,HIGH
data_pg,40,10,GENERAL;PATH_IO;VISUAL_LOCK,VIA,matrix || rank || trend || flow || builder || gallery || output || sources,VIA_AutoPlot_Console (2).html; VIA_AutoPlot_Console (3).html; VIA_TW_ActiveETF_Matrix.html,HIGH
column_008,23,10,PATH_IO;SCHEMA_FIELD,UNKNOWN;VDF;VIA,120D || def_engine_file || Sha256 || Risk || ToolType || HardGateRequired || AstStatus || ParallelSafe,NEXUSCORE_EXTERNAL_BRIDGE_REPORT.csv; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.csv; NEXUSCORE_SCANONLY_INVENTORY.csv; NEXUSCORE_TOOL_MATRIX.csv; ROUND_1_PANORAMA_FINDINGS.csv; ROUND_2_PANORAMA_FINDINGS.csv; VDF_SentimentStrength_Registry.csv; VIA_ETF_Performance_Ranking.csv; VeritasNexusCore_FREEZE_Manifest_v03.csv,HIGH
data_sym,21,10,GENERAL,VIA,2330.TW || 2454.TW || 2317.TW || 2308.TW || 3008.TW || 2412.TW || 2382.TW || 2891.TW,VIA_P7_TWFocus.html; VIA_TW_Resonance_Stock_Stack (13).html; VIA_TW_Resonance_Stock_Stack (17).html,HIGH
1_path,20,10,PATH_IO,UNKNOWN,C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_freeze_reports\FREEZE_20260608_200408\VeritasNexusCore_FREEZE_Run.log || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\50_Protection_Acceleration\VeritasAegisNexus.py || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_193916\_supportive_wheelhouse || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201042\_supportive_wheelhouse || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_action_runner\RUN_20260610_201043\_supportive_wheelhouse || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Invoke-VeritasNexusCore.ps1 || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\_nexuscore_hydra_three_rounds\RUN_20260610_202238\_adapters\Invoke-NexusCore-CeleritasSafeAdapter.ps1 || C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\supportive modules\Read_Me_VeritasNexusCore.md,NEXUSCORE_ACTION_RUNNER_PATCH_REPORT.json; NEXUSCORE_CELERITAS_ACCELERATION_PLAN.json; NEXUSCORE_DOWNLOADONLY_REPORT.json; NEXUSCORE_FULL_SUPPORTIVE_REGISTRY.json; NEXUSCORE_HARDGATE_REPORT.json; NEXUSCORE_SCANONLY_INVENTORY.json; NEXUSCORE_TOOL_MATRIX.json; ROUND_1_SAFE_FIXES.json; ROUND_2_SAFE_FIXES.json; supportive_modules_registry.json,HIGH
