"ModuleNo","ModuleId","Name","Role","Phase","SourcePath","TargetPath","Extension","SizeBytes","Sha256","Status","Risk"
"39","VRN_MDL039","VRN_MDL039_VRN_Base_Review_Confirm__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL039_VRN_Base_Review_Confirm__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL039_VRN_Base_Review_Confirm__MODULE__v0_0.json",".json","24320597","a0157021acbaee0ce07903c27091db98066281d4b248787c7adcb65aa36bbd17","OK","LOW"
"40","VRN_MDL040","VRN_MDL040_VRN_v141E_Panorama_AntiHydra_Finish_Master__GOVERNANCE__v141E.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL040_VRN_v141E_Panorama_AntiHydra_Finish_Master__GOVERNANCE__v141E.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL040_VRN_v141E_Panorama_AntiHydra_Finish_Master__GOVERNANCE__v141E.json",".json","670960","a6eaa21a36dcafa8580d0134bb6b09cbffc80d792914a65e6035dbe0c6c2e8f7","OK","LOW"
"41","VRN_MDL041","VRN_MDL041_VRN_v141E_Panorama_AntiHydra_Finish_Master__GOVERNANCE__v141E.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL041_VRN_v141E_Panorama_AntiHydra_Finish_Master__GOVERNANCE__v141E.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL041_VRN_v141E_Panorama_AntiHydra_Finish_Master__GOVERNANCE__v141E.json",".json","662885","a67fca5b7da595f692b9e7e715283c443c32db12dfdf6049729924d3231205c0","OK","LOW"
"42","VRN_MDL042","VRN_MDL042_VRN_v141D5C_Local_Free_Libs_Check_Result__MODULE__v141D5C.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL042_VRN_v141D5C_Local_Free_Libs_Check_Result__MODULE__v141D5C.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL042_VRN_v141D5C_Local_Free_Libs_Check_Result__MODULE__v141D5C.json",".json","27357","7354bc1bcfb0652d10625c033c76da8fc50e959f9b517695692200adb00a6690","OK","LOW"
"43","VRN_MDL043","VRN_MDL043_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL043_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL043_VRN_v141D4_Functional_Module_Contract__MODULE__v141D4.json",".json","77581","9f2d2249198de534d64a2ed1817375fda50fb23b49e7aaa2552f67795763fd09","OK","LOW"
"44","VRN_MDL044","VRN_MDL044_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL044_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL044_VRN_v141A_ReadOnly_Consumer_Loader__MODULE__v141A.json",".json","40425","2af43556aa0076f2ca0329e9ab63f99a6358caa3051b4dce3d77342c6818d56c","OK","LOW"
"45","VRN_MDL045","VRN_MDL045_VRN_TriFlow_Sync_v1_0_24__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL045_VRN_TriFlow_Sync_v1_0_24__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL045_VRN_TriFlow_Sync_v1_0_24__MODULE__v1_0.json",".json","12031","b4149b4bdc2538667322507467a3abb667e4ce199f6244d9351bc5232908a790","OK","LOW"
"46","VRN_MDL046","VRN_MDL046_VRN_BridgeResolver_Dry_Audit_v1_0_23__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL046_VRN_BridgeResolver_Dry_Audit_v1_0_23__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL046_VRN_BridgeResolver_Dry_Audit_v1_0_23__MODULE__v1_0.json",".json","15465","d88af8fd6b0f26e74fabc12bb89df0a8ee7e8415f79127a0c4215b8ff33b6840","OK","LOW"
"47","VRN_MDL047","VRN_MDL047_vrn_package_compat_smoke_v061576__MODULE__v061576.py","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL047_vrn_package_compat_smoke_v061576__MODULE__v061576.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL047_vrn_package_compat_smoke_v061576__MODULE__v061576.py",".py","24500","552e9ae8e451a8590e42ceed66e65f1a504adc201145fa32f86bf85f63e763cb","OK","LOW"
"48","VRN_MDL048","VRN_MDL048_vrn_final_handover_commit_blocker_seal_v0615702__GOVERNANCE__v0615702.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL048_vrn_final_handover_commit_blocker_seal_v0615702__GOVERNANCE__v0615702.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL048_vrn_final_handover_commit_blocker_seal_v0615702__GOVERNANCE__v0615702.py",".py","22485","a5ea1c9792fd8a8f480af8ca81522ac2c35410ebef495aacb3862543e2694379","OK","LOW"
"49","VRN_MDL049","VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL049_v0569_canonical_english_system_seal_fix__GOVERNANCE__v0569.py",".py","35556","a8f6d1a114f780e12164c0163a86868a55f9b023cb313fcc3582340dc5b3c6c8","OK","LOW"
"50","VRN_MDL050","VRN_MDL050_VRN_v141E2_FalseRedCrush_D8_SourceGate__MODULE__v141E2.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL050_VRN_v141E2_FalseRedCrush_D8_SourceGate__MODULE__v141E2.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL050_VRN_v141E2_FalseRedCrush_D8_SourceGate__MODULE__v141E2.json",".json","1017425","edd7a78f97cc18d8c2c6032bb48ea24ac48cc6d84ca2991da91a20dae9b07b3e","OK","LOW"
"51","VRN_MDL051","VRN_MDL051_VRN_ProjectState_SSOT_v141E2__SUPPORT_RULE__v141E2.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL051_VRN_ProjectState_SSOT_v141E2__SUPPORT_RULE__v141E2.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL051_VRN_ProjectState_SSOT_v141E2__SUPPORT_RULE__v141E2.json",".json","1017425","edd7a78f97cc18d8c2c6032bb48ea24ac48cc6d84ca2991da91a20dae9b07b3e","OK","LOW"
"52","VRN_MDL052","VRN_MDL052_VRN_v141D7_Route_Repair_Financial_Reclass__FINANCIALDATA__v141D7.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL052_VRN_v141D7_Route_Repair_Financial_Reclass__FINANCIALDATA__v141D7.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL052_VRN_v141D7_Route_Repair_Financial_Reclass__FINANCIALDATA__v141D7.json",".json","8703475","8eb72699e3e40ba77e80caed325947b8f17f2d822a5fbb88079d7b3f4cb4a0bd","OK","LOW"
"53","VRN_MDL053","VRN_MDL053_VRN_v140P2_Test_Debug_Accelerator_NoHang__BRIDGE__v140P2.json","BRIDGE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL053_VRN_v140P2_Test_Debug_Accelerator_NoHang__BRIDGE__v140P2.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL053_VRN_v140P2_Test_Debug_Accelerator_NoHang__BRIDGE__v140P2.json",".json","9590","7ec82b34daf653540e10ddc33d54238f96a2030e09f558cb7889bfa86fef80c1","OK","LOW"
"54","VRN_MDL054","VRN_MDL054_VRN_v140P2_Test_Debug_Accelerator_NoHang__BRIDGE__v140P2.json","BRIDGE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL054_VRN_v140P2_Test_Debug_Accelerator_NoHang__BRIDGE__v140P2.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL054_VRN_v140P2_Test_Debug_Accelerator_NoHang__BRIDGE__v140P2.json",".json","9590","7ec82b34daf653540e10ddc33d54238f96a2030e09f558cb7889bfa86fef80c1","OK","LOW"
"55","VRN_MDL055","VRN_MDL055_VRN_CrossValidate_NoWrite_Dry_v1_0_25__MODULE__v1_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL055_VRN_CrossValidate_NoWrite_Dry_v1_0_25__MODULE__v1_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL055_VRN_CrossValidate_NoWrite_Dry_v1_0_25__MODULE__v1_0.json",".json","9604","eeed3e787da8e51d85f329c27a675849a924e0705a3fc68bd522a04189a60d4e","OK","LOW"
"56","VRN_MDL056","VRN_MDL056_vrn_data_ui_compatibility_triflow_seal_v061561__GOVERNANCE__v061561.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL056_vrn_data_ui_compatibility_triflow_seal_v061561__GOVERNANCE__v061561.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL056_vrn_data_ui_compatibility_triflow_seal_v061561__GOVERNANCE__v061561.json",".json","5452","69b9db4ac29673d389b63d8fd807635a67e7aef80371643206a8242a8cb557a5","OK","LOW"
"57","VRN_MDL057","VRN_MDL057_vrn_dualflow_final_report_repair_v0615492__REPORT__v0615492.json","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL057_vrn_dualflow_final_report_repair_v0615492__REPORT__v0615492.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL057_vrn_dualflow_final_report_repair_v0615492__REPORT__v0615492.json",".json","1630","9464841f472ea149d7e662e2d225a51eafcbfef3b65fa2d07eff19c5d6a610b4","OK","LOW"
"58","VRN_MDL058","VRN_MDL058_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL058_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL058_vrn_yfinance_header_canonical_refresh_v06147__DATA_SOURCE__v06147.json",".json","2535","52848ae80760167bc78c7a0d557958e2ef70c054854be96a2c85e4704789913e","OK","LOW"
"59","VRN_MDL059","VRN_MDL059_VRN_YFinance_Header_Canonical_Refresh_Manifest_v06147__DATA_SOURCE__v06147.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL059_VRN_YFinance_Header_Canonical_Refresh_Manifest_v06147__DATA_SOURCE__v06147.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL059_VRN_YFinance_Header_Canonical_Refresh_Manifest_v06147__DATA_SOURCE__v06147.json",".json","2535","52848ae80760167bc78c7a0d557958e2ef70c054854be96a2c85e4704789913e","OK","LOW"
"60","VRN_MDL060","VRN_MDL060_vrn_broker_yfinance_consensus_join_v0607__SUPPORT_RULE__v0607.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL060_vrn_broker_yfinance_consensus_join_v0607__SUPPORT_RULE__v0607.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL060_vrn_broker_yfinance_consensus_join_v0607__SUPPORT_RULE__v0607.json",".json","3396","cb3f4202b6508dc9817781a15d46bae3d8c9475feadb0a26b3a0cb48e0ccbdc1","OK","LOW"
"61","VRN_MDL061","VRN_MDL061_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL061_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL061_vrn_name_short_financial_validation_v0606__FINANCIALDATA__v0606.json",".json","4048","d3b5a6b26fc5f1238313f3f10f52c2dce74633da99f855134dac6bf124c57213","OK","LOW"
"62","VRN_MDL062","VRN_MDL062_vrn_financial_ssot_alias_completion_raw_first_v05911__FINANCIALDATA__v05911.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL062_vrn_financial_ssot_alias_completion_raw_first_v05911__FINANCIALDATA__v05911.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL062_vrn_financial_ssot_alias_completion_raw_first_v05911__FINANCIALDATA__v05911.json",".json","5211","7861df4aa440e2546913c2c7c2578003b6211f5b7120d7a9ec531b6dcc6f5eae","OK","LOW"
"63","VRN_MDL063","VRN_MDL063_vrn_financial_ssot_alias_completion_raw_first_v05910__FINANCIALDATA__v05910.json","FINANCIALDATA","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL063_vrn_financial_ssot_alias_completion_raw_first_v05910__FINANCIALDATA__v05910.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL063_vrn_financial_ssot_alias_completion_raw_first_v05910__FINANCIALDATA__v05910.json",".json","5247","ac4ea451b19f90b5f859ae75f6890a0cb00aa325c75a2a95093f1fed8581ab00","OK","LOW"
"64","VRN_MDL064","VRN_MDL064_vrn_panoramic_table_restore_trust_resolver_v0598__SUPPORT_RULE__v0598.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL064_vrn_panoramic_table_restore_trust_resolver_v0598__SUPPORT_RULE__v0598.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL064_vrn_panoramic_table_restore_trust_resolver_v0598__SUPPORT_RULE__v0598.json",".json","3976","269f5e753d082dedd1477fbdb1ad130b60ee5b1577da0120490505427d21ff41","OK","LOW"
"65","VRN_MDL065","VRN_MDL065_vrn_yfinance_input_ticker_rebind_v0588__DATA_SOURCE__v0588.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL065_vrn_yfinance_input_ticker_rebind_v0588__DATA_SOURCE__v0588.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL065_vrn_yfinance_input_ticker_rebind_v0588__DATA_SOURCE__v0588.json",".json","1864","ef85d255a3095de6f1e8b235111e072c52d4af0eea2335f6fcf0612b5c9683c1","OK","LOW"
"66","VRN_MDL066","VRN_MDL066_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL066_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL066_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json",".json","2390","71b670931e1c1a00e98e6623245eed35e3a51b37551077482edd710e7101a461","OK","LOW"
"67","VRN_MDL067","VRN_MDL067_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL067_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL067_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json",".json","2390","9a3f77bfaed2cde01b40523118fd8c141ce94e5d554f7e7f6dce6e2633d9a763","OK","LOW"
"68","VRN_MDL068","VRN_MDL068_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json","DATA_SOURCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL068_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL068_vrn_yfinance_yellow_resolver_v0587__DATA_SOURCE__v0587.json",".json","2390","2ab1481fa60b60750364216d4f0c9ca8dd4c1d9a9ea0b6da644149281dea4fa8","OK","LOW"
"69","VRN_MDL069","VRN_MDL069_VRN_CANONICAL_ACTIVE_MANIFEST__MODULE__v0_0.json","MODULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL069_VRN_CANONICAL_ACTIVE_MANIFEST__MODULE__v0_0.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL069_VRN_CANONICAL_ACTIVE_MANIFEST__MODULE__v0_0.json",".json","4871","ce936e797cdd392b196484e1b04e2d43a70be77e55abd86c834873de732bb2b0","OK","LOW"
"70","VRN_MDL070","VRN_MDL070_VRN_v141D6_Extracted_Data_Full_Validation__GOVERNANCE__v141D6.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL070_VRN_v141D6_Extracted_Data_Full_Validation__GOVERNANCE__v141D6.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL070_VRN_v141D6_Extracted_Data_Full_Validation__GOVERNANCE__v141D6.json",".json","157747533","a70511a2e2f8f6dc7ec2461e448a9aaff12aa5fdc7394d8b6ebf396a803bb5fa","OK","LOW"
"71","VRN_MDL071","VRN_MDL071_VRN_v141Z_Finish_Project_Master__GOVERNANCE__v141Z.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL071_VRN_v141Z_Finish_Project_Master__GOVERNANCE__v141Z.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL071_VRN_v141Z_Finish_Project_Master__GOVERNANCE__v141Z.json",".json","47027","18a7013e4e0357ee0e5e29364de922c6773300ae35d7d9aeace2e8b5ae69369e","OK","LOW"
"72","VRN_MDL072","VRN_MDL072_VRN_v139H_Safe_Master_Launcher_Matrix__GOVERNANCE__v139H.json","GOVERNANCE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL072_VRN_v139H_Safe_Master_Launcher_Matrix__GOVERNANCE__v139H.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL072_VRN_v139H_Safe_Master_Launcher_Matrix__GOVERNANCE__v139H.json",".json","6169","2b12a7818026fe32409cba280cd2f2aad83ee7fa971a1d6a78ffe4bd6c8acaa4","OK","LOW"
"73","VRN_MDL073","VRN_MDL073_vrn_package_compatibility_smoke_report_v061576__REPORT__v061576.json","REPORT","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL073_vrn_package_compatibility_smoke_report_v061576__REPORT__v061576.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL073_vrn_package_compatibility_smoke_report_v061576__REPORT__v061576.json",".json","2414","f935562a1c7db9c26846a27eb746d2791d226dedba764c7c9fcd5283abcc1489","OK","LOW"
"74","VRN_MDL074","VRN_MDL074_vrn_real_commit_argfix_backup_postcheck_rollback_v0615711__SUPPORT_RULE__v0615711.json","SUPPORT_RULE","MDL009_PLUS_SUPPORT","C:\Users\tonyk\OneDrive\VeritasIntelligenceAnalytics\module\VRN\_vrn_verified_modules\VRN_VERIFIED_MODULES_20260609_002934\numbered_modules\VRN_MDL074_vrn_real_commit_argfix_backup_postcheck_rollback_v0615711__SUPPORT_RULE__v0615711.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VRN\_registry\verified_numbered_modules\VRN_MDL074_vrn_real_commit_argfix_backup_postcheck_rollback_v0615711__SUPPORT_RULE__v0615711.json",".json","14182","cb86d858f8245343cdf8aef06d2520c01a2c3053f84bc1e8a37450b3d0782456","OK","LOW"
