Date,Ticker,ForeignNetAmount,InvestmentTrustNetAmount,DealerNetAmount
2026-04-15,1504.TW,515563.0241858029,-1657990.9409212393,-427663.4750249771
2026-04-16,1504.TW,-546778.7395795765,625298.1053992399,152331.50956565456
2026-04-17,1504.TW,114113.91477393568,1438845.6183333697,26216.86794514832
2026-04-20,1504.TW,-683982.1761400666,522555.1080869951,101716.61350815264
2026-04-21,1504.TW,-434888.41460108117,-302774.2706121482,252791.59063804793
2026-04-22,1504.TW,1265485.0212228156,1504422.998655416,198246.18955168076
2026-04-23,1504.TW,-425193.437851127,3114590.6515609613,515629.5999978851
2026-04-24,1504.TW,1065420.3963073364,129199.21648325353,-1418.2614589488576
2026-04-27,1504.TW,593495.9498188626,3391564.986563007,1624878.7176724537
2026-04-28,1504.TW,-1766848.4523622293,1619042.9864115221,-697007.1926992033
2026-04-29,1504.TW,1066700.2472439278,3381934.412976202,68782.81641163013
2026-04-30,1504.TW,1024508.3209955599,-500178.8164905091,61013.50425008804
2026-05-01,1504.TW,-61591.90845472837,-1692331.3683610251,-305576.4401078587
2026-05-04,1504.TW,55364.9260977582,1046274.3805280873,634598.9016106576
2026-05-05,1504.TW,2017731.4547558385,-1963540.3788228794,-813186.7665141191
2026-05-06,1504.TW,-2086571.578947621,2390931.228632004,297230.93564477976
2026-05-07,1504.TW,-2621488.0199314947,-2572666.0456693927,-590597.6976319946
2026-05-08,1504.TW,599379.0218385054,1660176.9626908,278438.99378442275
2026-05-11,1504.TW,-1434121.2216455496,-4760167.44651237,-1246182.5307242475
2026-05-12,1504.TW,-1595869.3189847372,148120.64470326854,1879699.8290977124
2026-05-13,1504.TW,714873.7127812309,-1224368.05636822,-593571.9936471733
2026-05-14,1504.TW,-828972.1222194233,-2224209.811647788,-897779.3119256662
2026-05-15,1504.TW,-1436278.657058487,904978.1699736305,929860.4553982847
2026-05-18,1504.TW,-1707305.0091307987,-1539407.611228802,-272334.5221562789
2026-05-19,1504.TW,-719407.7994008607,-3622654.0923151816,156597.89471716492
2026-05-20,1504.TW,121608.18873826275,-2669007.220103558,471480.5506266437
2026-05-21,1504.TW,1185582.4633462061,-919859.734854542,-2275564.7385071763
2026-05-22,1504.TW,1346582.802143574,1205545.5197120334,-623029.9690516344
2026-05-25,1504.TW,-360803.84150382195,1376760.2079047402,-1021485.3003143627
2026-05-26,1504.TW,-1798955.5757474545,-1972801.9270876208,-675800.848606308
2026-05-27,1504.TW,1085793.7925174814,-888456.9768448065,689083.7372696076
2026-05-28,1504.TW,-1373984.9516053111,-1086130.483346486,-763251.4490430347
2026-05-29,1504.TW,743404.5131929948,-1323.9889617163863,-95201.8272149958
2026-06-01,1504.TW,-1454128.9380398584,1040601.0623976846,110215.05328915967
2026-06-02,1504.TW,-490242.37244073936,1103873.2037646694,306238.0578431647
2026-06-03,1504.TW,-953004.5372556776,-1947010.375312762,-179349.49634173507
2026-06-04,1504.TW,495780.33858755237,445825.57974219497,-243047.26483772785
2026-06-05,1504.TW,3085038.340662892,549116.758337056,800454.2858412623
2026-06-08,1504.TW,-322360.9251990528,-875308.2002699091,-328909.9392376442
2026-06-09,1504.TW,1695794.2025754666,1011959.5848641522,1234840.5204484349
2026-06-10,1504.TW,-2172689.7307923115,-3814235.659228341,-783615.1733560462
2026-06-11,1504.TW,-1637402.5741057796,21234.855674461607,-77389.06374870188
2026-06-12,1504.TW,-788276.2237703735,-689048.5383924153,-517873.77400648117
2026-06-15,1504.TW,292782.5502363447,1777772.033992437,649240.3199343504
2026-06-16,1504.TW,-721568.0596878056,1370466.914001862,-268506.93867432175
2026-06-17,1504.TW,-2341614.062896358,1206053.7517767472,-119866.09902709143
2026-06-18,1504.TW,2104316.313152847,-478884.93311074574,-249232.38529019448
2026-06-19,1504.TW,282861.1355537956,-598066.6439955283,-486046.25533121964
2026-06-22,1504.TW,-486679.6360200851,589800.9960854602,831130.2787062604
2026-06-23,1504.TW,-80423.53903040424,1679898.8621057635,145699.04306807186
2026-06-24,1504.TW,-844871.1726737067,1623649.274540238,402706.3083377435
2026-06-25,1504.TW,351311.0437568294,-95098.48049125823,-192422.8153045671
2026-06-26,1504.TW,1695430.4268945446,2350523.636624813,640074.4819294992
2026-06-29,1504.TW,-312079.20034502784,2484981.622489215,92709.58020843216
2026-06-30,1504.TW,1262517.457481294,-2261461.190949159,456922.2695089615
2026-07-01,1504.TW,177018.53817632727,-14854.365873174771,-336698.99655165715
2026-07-02,1504.TW,-1333352.0887359295,1127450.0987366417,631942.0861226803
2026-07-03,1504.TW,-1050376.1169488546,-857431.3710095685,32252.35590072132
2026-07-06,1504.TW,-810302.7567658096,-31931.22472902038,-360499.1164671793
2026-07-07,1504.TW,-919351.4080849434,32479.261258412327,-653466.2825965984
2026-07-08,1504.TW,448399.2632899716,2360689.6724006743,646761.0510335839
2026-07-09,1504.TW,-977806.5359351549,1482484.3211739664,732000.1050438429
2026-07-10,1504.TW,749164.2783874574,-4956029.070948847,-1549400.7361690907
2026-07-13,1504.TW,3094425.4472130816,1915038.1387449407,-784268.2768955103
2026-07-14,1504.TW,-527936.4349512383,452080.2985814684,-34305.0832976932
2026-07-15,1504.TW,-1294746.0127824775,942542.3080562234,455557.9017813743
2026-07-16,1504.TW,2247585.2726276754,1122797.15219115,-722655.8876812642
2026-07-17,1504.TW,1654897.177168263,2072146.6770486482,-38393.973016798904
2026-07-20,1504.TW,330867.68174265185,1323222.5044574458,312036.49050963885
2026-07-21,1504.TW,237232.92292449967,1116150.639416083,465516.77054587635
2026-07-22,1504.TW,-1288678.4763848109,-1137321.0953460813,-758225.5789281235
2026-07-23,1504.TW,-1868852.3350600356,-1219724.1125375011,663567.202040253
2026-07-24,1504.TW,-912030.1977903888,-2774291.799733278,-716535.4955773157
2026-07-27,1504.TW,557077.8700547973,-154097.27043106855,-814307.9105353436
2026-07-28,1504.TW,-140266.36825451665,773338.1349644552,557615.1489594068
2026-07-29,1504.TW,-2201121.871762548,-2087844.1785114906,-603473.2724800649
2026-07-30,1504.TW,1524217.1949140234,662905.3880285338,331772.5155038392
2026-07-31,1504.TW,-144300.8603347366,1685581.433481506,163673.91408365875
2026-08-03,1504.TW,-1875789.850618127,2473866.2848537248,1020255.3983109696
2026-08-04,1504.TW,792792.7779667963,-43320.924833819874,154618.99731011118
2025-10-01,1513.TW,581952.9529037356,-385973.6220679384,839155.9680665461
2025-10-02,1513.TW,-5319308.877115559,-1706784.9966760632,-2145878.318621345
2025-10-03,1513.TW,-43617.20881718153,-1150653.398576152,-179499.24219887904
2025-10-06,1513.TW,-618031.6778694952,384900.839578649,125092.36486379534
2025-10-07,1513.TW,189966.0891757653,-120557.11697700636,-122220.14844826798
2025-10-08,1513.TW,-667013.6278453746,-754516.4390945613,330895.96343939507
2025-10-09,1513.TW,-698431.3835976829,-203144.30479534564,-28186.667947574184
2025-10-10,1513.TW,1582708.1813378483,-578128.2238232527,-456462.66333598667
2025-10-13,1513.TW,-778077.8614421665,-4392.67130494013,-460260.6052436913
2025-10-14,1513.TW,269980.54007803544,-221175.1182522427,-612078.1259776548
2025-10-15,1513.TW,-334992.6411345815,-875896.3587453538,-348567.23422362504
2025-10-16,1513.TW,313903.14048160677,235556.88079626497,188313.04752209422
2025-10-17,1513.TW,-38030.72602851101,-1630581.7692200218,39775.43310610729
2025-10-20,1513.TW,1723619.8570219688,481867.14179702854,-373448.1866022083
2025-10-21,1513.TW,-77116.34632387044,-350367.7584375631,134427.06303778797
2025-10-22,1513.TW,-65184.95218353771,698230.9982631443,-52839.64659839042
2025-10-23,1513.TW,1582252.5685721845,478646.80884431413,-246401.43996997486
2025-10-24,1513.TW,-371092.28938455356,1626088.806677664,-429126.50491951196
2025-10-27,1513.TW,3100024.354788439,-1530523.9593519205,391861.58327093464
2025-10-28,1513.TW,-27056.333922392863,-1402338.8168165504,203822.950871044
2025-10-29,1513.TW,-578808.3985625469,-434538.7393814804,-444316.6970773982
2025-10-30,1513.TW,-566710.3881530883,1860244.334954297,251139.40990358783
2025-10-31,1513.TW,-73626.41079016359,481855.4395123512,-336493.9224359773
2025-11-03,1513.TW,750349.8767619877,-361915.1854428564,49452.57879527413
2025-11-04,1513.TW,-8210.957242627162,1580934.163644913,-85439.06619987509
2025-11-05,1513.TW,-1632045.561806017,953060.5005431386,170603.23684170554
2025-11-06,1513.TW,2220137.850278369,2220820.8962574126,398176.7878756174
2025-11-07,1513.TW,-260495.33842821378,1710552.2594302539,-186304.153346146
2025-11-10,1513.TW,-272216.6817189139,-451191.38716157293,-455112.9477487886
2025-11-11,1513.TW,143836.64323074845,-410366.64103604975,-199759.10290650293
2025-11-12,1513.TW,-199223.2747987167,-975368.1128480574,-976040.918547862
2025-11-13,1513.TW,292448.70835990657,1855175.9544906486,-5489.490599487384
2025-11-14,1513.TW,327501.8332401971,1732537.4074909047,628496.5959570826
2025-11-17,1513.TW,-356151.96402840584,-18471.334981581327,250691.07896360056
2025-11-18,1513.TW,1397048.8809304722,1057484.2667724222,486256.7619669209
2025-11-19,1513.TW,-667796.8576156073,-590078.1552297632,-322895.4573367059
2025-11-20,1513.TW,575230.0386888478,660686.7830812142,326855.8987974785
2025-11-21,1513.TW,-1519336.020720522,-44371.742122066156,-12940.488053957179
2025-11-24,1513.TW,-1508211.1264106755,-1796022.9715238991,-427146.3038862046
2025-11-25,1513.TW,-32581.35812558164,-1665794.5898480078,-423561.92942854617
2025-11-26,1513.TW,897636.450424501,-453474.1187206578,226402.56186415968
2025-11-27,1513.TW,-563418.7049308944,-15719.944403259695,-499546.9189386992
2025-11-28,1513.TW,125396.52399586648,1949130.4418254744,-605050.9457938852
2025-12-01,1513.TW,-11426.582999920007,-418144.2906348658,382955.3978596553
2025-12-02,1513.TW,-658895.087594267,314172.20664004266,16330.855130534459
2025-12-03,1513.TW,277043.9226094189,-1296598.0854010126,38661.73770853036
2025-12-04,1513.TW,252942.11978080333,-127260.1532518338,591288.0421004804
2025-12-05,1513.TW,1540321.8941321995,-480120.4766341229,104876.58932364627
2025-12-08,1513.TW,94108.08370514348,-863678.0953425128,631911.4110278323
2025-12-09,1513.TW,1836440.459141998,163720.80668145342,-129994.87500680453
2025-12-10,1513.TW,1627176.546515257,2051092.8823981448,358952.9752225013
2025-12-11,1513.TW,-107867.62974305265,1558202.696201951,384538.8961096562
2025-12-12,1513.TW,76638.57585601171,382358.3366174497,206736.2920918806
2025-12-15,1513.TW,504324.024818163,105926.41412791301,75279.67592020796
2025-12-16,1513.TW,368579.3287821919,1889769.2971566338,199332.31285179965
2025-12-17,1513.TW,1745369.3272129106,548074.4976765554,-54499.10377057522
2025-12-18,1513.TW,10689.778837311605,885726.8962990782,-10387.843062027532
2025-12-19,1513.TW,945531.9704729498,309613.80832049187,276183.46794322354
2025-12-22,1513.TW,-1297109.1695218284,771041.9357313346,209973.30885105248
2025-12-23,1513.TW,-497820.66230160004,265618.61787169194,-145331.76569630063
2025-12-24,1513.TW,-496678.8147431215,-1108911.7743099558,-242357.3287656863
2025-12-25,1513.TW,-1402626.5271319977,-2222832.8437886247,-415139.5652715012
2025-12-26,1513.TW,-947196.3389588359,-3903248.408375584,-1430619.9350329125
2025-12-29,1513.TW,996092.038150477,-2104123.646884847,-249171.83782531333
2025-12-30,1513.TW,22133.901856222074,581691.7241804816,45318.62531349991
2025-12-31,1513.TW,510851.7544464704,-3436264.106388063,-400822.84896479617
2026-01-01,1513.TW,585488.2923599598,-1179668.5666865546,-346772.54527231806
2026-01-02,1513.TW,-247036.40567358196,-69938.92217371127,-148736.6393431149
2026-01-05,1513.TW,98258.83149412554,-3894832.5779335224,-998126.3832353465
2026-01-06,1513.TW,357198.8059163581,222822.905071055,-143799.34357930705
2026-01-07,1513.TW,1394097.476162244,1978206.0865219221,243719.3017080405
2026-01-08,1513.TW,1113941.9993180404,1800224.8645837381,551687.8296096798
2026-01-09,1513.TW,561211.8087425163,652004.253340327,563298.5900397747
2026-01-12,1513.TW,246004.30140373003,-152730.4364918405,20851.64425024455
2026-01-13,1513.TW,1340695.151028828,818710.377949642,501484.69549571397
2026-01-14,1513.TW,680539.8433937944,-892874.012901566,42007.10190760324
2026-01-15,1513.TW,719705.092781065,980943.7354749122,-20621.828623320383
2026-01-16,1513.TW,-1483224.0655778404,-3000492.8395612384,-618616.1859075075
2026-01-19,1513.TW,-584831.3153439829,180392.32600753795,150598.29033278913
2026-01-20,1513.TW,-92360.43886710741,-975228.2636997515,-38633.40841607837
2026-01-21,1513.TW,-1737869.5468681294,-1211002.432144535,-705762.4904814546
2026-01-22,1513.TW,-765030.287795899,-725492.8627438303,165189.37505065638
2026-01-23,1513.TW,-1130829.2801834815,-1966011.8698691404,209034.7732459397
2026-01-26,1513.TW,1631918.548515591,961348.8210440492,213316.18758390466
2026-01-27,1513.TW,2166796.2368542803,1625470.94558771,58726.033937256754
2026-01-28,1513.TW,-381317.1500038651,-253549.62583952048,-131696.8469320091
2026-01-29,1513.TW,173812.3634286677,887491.8394414292,-28326.13397590432
2026-01-30,1513.TW,554116.2083182604,138759.06350600853,-515393.4848295843
2026-02-02,1513.TW,2646220.457490839,-1442542.3774652416,-784509.0024522534
2026-02-03,1513.TW,-569159.7056509042,-3284014.5854902794,-691852.5972124018
2026-02-04,1513.TW,528235.3813118945,353759.31087816664,271651.90578034514
2026-02-05,1513.TW,905012.4571203033,1413239.5568918842,156392.20451221033
2026-02-06,1513.TW,1595132.4343191315,-1146831.5328690633,502141.94591308036
2026-02-09,1513.TW,-679775.4680085593,516527.19901615125,-76279.71098104955
2026-02-10,1513.TW,25009.825680937865,-225311.25736150506,3924.6928535663756
2026-02-11,1513.TW,-187298.25925241355,248216.97738777602,623252.7227297053
2026-02-12,1513.TW,1230473.634194741,154580.4603452775,153717.61933699634
2026-02-13,1513.TW,-375491.92416377936,625551.1798548474,239355.3950478231
2026-02-16,1513.TW,-1264459.2539567314,228515.65079719026,316114.13291678956
2026-02-17,1513.TW,219223.0353714974,-595041.3384260547,48894.5994059645
2026-02-18,1513.TW,839013.9841094202,581535.9056460826,635550.2551097855
2026-02-19,1513.TW,523315.49049602926,1996336.8061779249,505777.32755239215
2026-02-20,1513.TW,-1634339.074513494,-1484216.3848032057,-798093.218252628
2026-02-23,1513.TW,-780493.5944360063,472147.3828782978,234466.25288276252
2026-02-24,1513.TW,874987.9626801205,1659511.5187190326,241955.08934540243
2026-02-25,1513.TW,776556.3597961112,1878552.294877911,-135178.4384100933
2026-02-26,1513.TW,616007.1656485152,2661650.6083413227,152494.6361115643
2026-02-27,1513.TW,-674962.3359604953,377576.7231895553,394015.3156600406
2026-03-02,1513.TW,1437779.7903311097,993580.7407096524,34571.18613270586
2026-03-03,1513.TW,-1017429.5255645722,-339306.18665234995,-231143.35008089727
2026-03-04,1513.TW,-298442.4034201747,19853.1414178423,-162230.27376251132
2026-03-05,1513.TW,1320944.829996252,-1618.8821409670636,-537315.4291293295
2026-03-06,1513.TW,-1292898.8856564034,-327697.9569805532,1463.0834185616986
2026-03-09,1513.TW,-1629701.3273647176,1407730.5778080232,639633.8028614721
2026-03-10,1513.TW,-815939.9189947281,-976395.1136629266,-50157.20634785156
2026-03-11,1513.TW,-866789.025239878,-33579.599936061226,480308.3794275567
2026-03-12,1513.TW,76844.43414879445,510629.9384328426,226202.22594901675
2026-03-13,1513.TW,639490.2015757388,-1463127.1044343223,-983777.6799806395
2026-03-16,1513.TW,-892346.2303257303,484927.7566021801,525920.2342195049
2026-03-17,1513.TW,-778691.1351536748,-868026.9530928595,399506.10981474834
2026-03-18,1513.TW,686979.8553537627,-122945.4830097491,-442989.4543190278
2026-03-19,1513.TW,724342.6610094765,300001.3023898196,397274.0941990751
2026-03-20,1513.TW,461828.94708123064,-642717.7421151316,-147187.31733531246
2026-03-23,1513.TW,8422.44479598815,2779949.9611407733,852929.1368452364
2026-03-24,1513.TW,-564245.702855973,-1055945.43028661,-14027.312479617685
2026-03-25,1513.TW,1708996.6185479178,2282031.8063086355,241708.1947535681
2026-03-26,1513.TW,-1218535.0173433702,797257.9365449973,-63302.491444720654
2026-03-27,1513.TW,155708.61250301218,3131228.638175942,411574.9584011218
2026-03-30,1513.TW,-95719.00295300834,1006778.368150582,37927.069929323785
2026-03-31,1513.TW,299653.438790651,-1316273.881705049,-457917.09479761374
2026-04-01,1513.TW,231795.05177325069,951733.2968955496,252387.6481808685
2026-04-02,1513.TW,1173776.0305120451,628982.9088761078,10181.327709049074
2026-04-03,1513.TW,185840.05668813182,567342.5496333265,226429.37019278348
2026-04-06,1513.TW,-45271.94719160811,-884034.4479231795,154173.08664238127
2026-04-07,1513.TW,-1220157.8950645272,-743953.6747738798,-181245.44581461523
2026-04-08,1513.TW,-842037.3470217276,-1071462.6988258662,-511014.4264152873
2026-04-09,1513.TW,-1064658.9908555022,-2184767.8461104543,-214160.50497270643
2026-04-10,1513.TW,-277794.89279197005,2826087.2160765775,272043.91952073795
2026-04-13,1513.TW,543847.5926844352,668214.4070340116,-22301.953707570327
2026-04-14,1513.TW,7850.791127867211,33421.32100007462,-341979.86459263175
2026-04-15,1513.TW,628730.6869258385,-1088911.3397912222,-272801.16312761017
2026-04-16,1513.TW,1161893.3033620908,3332193.855408121,724050.7073679563
2026-04-17,1513.TW,-39367.39232091652,2966779.587696206,567925.8313112238
2026-04-20,1513.TW,-675526.0661476738,3452544.483655892,204416.38968499913
2026-04-21,1513.TW,-3902.795286802906,51860.56898281183,-29629.18886951753
2026-04-22,1513.TW,780255.1004518704,1892013.6208870753,287665.7509279783
2026-04-23,1513.TW,1808390.0791462976,-711428.5583241361,927492.4797977882
2026-04-24,1513.TW,1611564.5552078232,1357978.1949498167,104874.8156987598
2026-04-27,1513.TW,-419559.7418702591,1286928.2513292918,585667.3751068319
2026-04-28,1513.TW,-252291.77200107466,550857.8371884264,-123490.83169757447
2026-04-29,1513.TW,-326313.7168331032,-331778.7110297134,-253232.28405965696
2026-04-30,1513.TW,1209719.0384077528,-73054.8950206599,-2159643.5542348903
2026-05-01,1513.TW,13962.57417719299,-2541963.375121379,-323685.7285593039
2026-05-04,1513.TW,-1234969.6616419011,316025.0780714676,7655.698350349738
2026-05-05,1513.TW,324237.5941050096,1298421.898893087,-11888.030131645297
2026-05-06,1513.TW,2865105.721070556,2851137.726220597,318171.8872005698
