"Kind","Status","Risk","GeneratedAt","Path"
"JSON_RECORD","","","2026-06-09 23:09:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_v0205_20260609_230940\registry\VDF_Top10_LocalFreeLibs_AllFlowMaster_v0205.json"
"POINTER","VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_READY","MEDIUM","2026-06-09 23:09:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ALLFLOW_MASTER_POINTER.json"
"SEAL","VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_READY","MEDIUM","2026-06-09 23:09:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_v0205_20260609_230940\seal\VDF_ALLFLOW_MASTER_ORCHESTRATION_SEAL_v0205.json"
"JSON_RECORD","VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_READY","MEDIUM","2026-06-09 23:09:40","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ALLFLOW_MASTER_ORCHESTRATION_GATE_v0205_20260609_230940\plan\VDF_AllFlow_MasterExecutionQueue_v0205.json"
"POINTER","VDF_REMAINING_MEGAFLOW_GATE_READY","MEDIUM","2026-06-09 23:06:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_REMAINING_MEGAFLOW_POINTER.json"
"JSON_RECORD","VDF_REMAINING_MEGAFLOW_GATE_READY","MEDIUM","2026-06-09 23:06:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_REMAINING_MEGAFLOW_GATE_v0204_20260609_230606\plan\VDF_RemainingMegaFlow_ExecutionQueue_v0204.json"
"JSON_RECORD","VDF_REMAINING_MEGAFLOW_GATE_READY","MEDIUM","2026-06-09 23:06:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_REMAINING_MEGAFLOW_GATE_v0204_20260609_230606\registry\VDF_RemainingMegaFlow_Gate_Matrix_v0204.json"
"JSON_RECORD","","","2026-06-09 23:06:06","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_REMAINING_MEGAFLOW_GATE_v0204_20260609_230606\registry\VDF_Top10_LocalFreeLibs_RemainingMegaFlow_v0204.json"
"JSON_RECORD","","","2026-06-09 23:02:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_EXECUTION_GATE_v0203_20260609_230242\registry\VDF_Top10_LocalFreeLibs_PendingTriFlowExecutionGate_v0203.json"
"JSON_RECORD","VDF_PENDING_TRIFLOW_EXECUTION_GATE_READY","MEDIUM","2026-06-09 23:02:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_EXECUTION_GATE_v0203_20260609_230242\registry\VDF_PendingTriFlow_ExecutionGate_Matrix_v0203.json"
"JSON_RECORD","VDF_PENDING_TRIFLOW_EXECUTION_GATE_READY","MEDIUM","2026-06-09 23:02:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_EXECUTION_GATE_v0203_20260609_230242\plan\VDF_PendingTriFlow_ExecutionGate_v0203.json"
"JSON_RECORD","FRED_AKSHARE_ENV_READY","LOW","2026-06-09 23:02:42","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_EXECUTION_GATE_v0203_20260609_230242\runtime\vdf_pending_triflow_env_probe_result_v0203.json"
"POINTER","VDF_PENDING_TRIFLOW_SYNC_SEAL_READY","MEDIUM","2026-06-09 22:56:43","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_POINTER.json"
"JSON_RECORD","VDF_PENDING_TRIFLOW_PANORAMA_READY","MEDIUM","2026-06-09 22:50:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_PANORAMA_v020_20260609_225020\registry\VDF_PendingTriFlow_Panorama_Matrix_v020.json"
"JSON_RECORD","VDF_PENDING_TRIFLOW_ACTION_PLAN_READY","MEDIUM","2026-06-09 22:50:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_PANORAMA_v020_20260609_225020\plan\VDF_PendingTriFlow_ActionPlan_v020.json"
"JSON_RECORD","","","2026-06-09 22:50:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PENDING_TRIFLOW_PANORAMA_v020_20260609_225020\registry\VDF_Top10_LocalFreeLibs_PendingTriFlow_v020.json"
"SEAL","VDF_TRIFLOW_SYNC_READY","LOW","2026-06-09 22:47:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TRIFLOW_SYNC_v0191_20260609_224717\seal\VDF_TRIFLOW_SYNC_SEAL_v0191.json"
"POINTER","VDF_TRIFLOW_SYNC_READY","LOW","2026-06-09 22:47:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_TRIFLOW_POINTER.json"
"JSON_RECORD","VDF_TRIFLOW_SYNC_READY","LOW","2026-06-09 22:47:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TRIFLOW_SYNC_v0191_20260609_224717\registry\VDF_TriFlowSynchronization_Matrix_v0191.json"
"JSON_RECORD","","","2026-06-09 22:47:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TRIFLOW_SYNC_v0191_20260609_224717\registry\VDF_Top10_LocalFreeLibs_TriFlowSync_v0191.json"
"SEAL","VDF_TRIFLOW_SYNC_READY","LOW","2026-06-09 22:40:56","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TRIFLOW_SYNC_v019_20260609_224056\seal\VDF_TRIFLOW_SYNC_SEAL_v019.json"
"JSON_RECORD","","","2026-06-09 22:40:56","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TRIFLOW_SYNC_v019_20260609_224056\registry\VDF_Top10_LocalFreeLibs_TriFlowSync_v019.json"
"AUDIT","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:37:55","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\registry\VDF_TWSEOfficialSeed_AuditMatrix_v018.json"
"JSON_RECORD","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:37:55","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\registry\VDF_TWSEOfficialSeed_Manifest_v018.json"
"JSON_RECORD","","","2026-06-09 22:37:55","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\registry\VDF_Top10_LocalFreeLibs_TWSEOfficialSeed_v018.json"
"JSON_RECORD","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:37:50","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\runtime\vdf_twse_official_seed_result_v018.json"
"JSON_RECORD","","","2026-06-09 22:37:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223749\registry\VDF_TWSEOfficialSeed_TargetPlan_v018.json"
"AUDIT","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:34:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223420\registry\VDF_TWSEOfficialSeed_AuditMatrix_v018.json"
"JSON_RECORD","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:34:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223420\registry\VDF_TWSEOfficialSeed_Manifest_v018.json"
"JSON_RECORD","","","2026-06-09 22:34:23","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223420\registry\VDF_Top10_LocalFreeLibs_TWSEOfficialSeed_v018.json"
"JSON_RECORD","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:34:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223420\runtime\vdf_twse_official_seed_result_v018.json"
"JSON_RECORD","","","2026-06-09 22:34:20","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223420\registry\VDF_TWSEOfficialSeed_TargetPlan_v018.json"
"AUDIT","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:33:16","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223313\registry\VDF_TWSEOfficialSeed_AuditMatrix_v018.json"
"JSON_RECORD","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:33:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223313\registry\VDF_TWSEOfficialSeed_Manifest_v018.json"
"JSON_RECORD","","","2026-06-09 22:33:15","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223313\registry\VDF_Top10_LocalFreeLibs_TWSEOfficialSeed_v018.json"
"JSON_RECORD","VDF_TWSE_OFFICIAL_SEED_READY","LOW","2026-06-09 22:33:13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223313\runtime\vdf_twse_official_seed_result_v018.json"
"JSON_RECORD","","","2026-06-09 22:33:13","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_TWSE_OFFICIAL_SEED_v018_20260609_223313\registry\VDF_TWSEOfficialSeed_TargetPlan_v018.json"
"AUDIT","VDF_YFINANCE_SEED_FETCH_READY","LOW","2026-06-09 22:12:52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_YFINANCE_SEED_FETCH_v017_20260609_221249\registry\VDF_YFinanceSeedFetch_AuditMatrix_v017.json"
"JSON_RECORD","VDF_YFINANCE_SEED_FETCH_READY","LOW","2026-06-09 22:12:52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_YFINANCE_SEED_FETCH_v017_20260609_221249\registry\VDF_YFinanceSeedFetch_Manifest_v017.json"
"JSON_RECORD","","","2026-06-09 22:12:52","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_YFINANCE_SEED_FETCH_v017_20260609_221249\registry\VDF_Top10_LocalFreeLibs_YFinanceSeed_v017.json"
"JSON_RECORD","VDF_YFINANCE_SEED_FETCH_READY","LOW","2026-06-09 22:12:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_YFINANCE_SEED_FETCH_v017_20260609_221249\runtime\vdf_yfinance_seed_fetch_result_v017.json"
"JSON_RECORD","","","2026-06-09 22:12:49","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_YFINANCE_SEED_FETCH_v017_20260609_221249\registry\VDF_YFinanceSeedFetch_TargetPlan_v017.json"
"JSON_RECORD","VDF_PRODUCTION_FETCH_CONTROLLER_READY","LOW","2026-06-09 22:05:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v0161_PROBE_RECLASSIFY_20260609_220558\registry\VDF_ProductionFetchController_ProbeReclassify_Matrix_v0161.json"
"SEAL","VDF_PRODUCTION_FETCH_CONTROLLER_READY","LOW","2026-06-09 22:05:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v0161_PROBE_RECLASSIFY_20260609_220558\registry\VDF_ProductionFetchController_ProbeSeal_v0161.json"
"JSON_RECORD","","","2026-06-09 22:05:58","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v0161_PROBE_RECLASSIFY_20260609_220558\registry\VDF_Top10_LocalFreeLibs_ProbeReclassify_v0161.json"
"AUDIT","VDF_PRODUCTION_FETCH_CONTROLLER_WITH_WARNINGS","MEDIUM","2026-06-09 22:03:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v016_20260609_220337\registry\VDF_ProductionFetchController_AuditMatrix_v016.json"
"JSON_RECORD","","","2026-06-09 22:03:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v016_20260609_220337\registry\VDF_Top10_LocalFreeLibs_ProductionFetch_v016.json"
"JSON_RECORD","VDF_PRODUCTION_FETCH_CONTROLLER_READY","LOW","2026-06-09 22:03:41","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v016_20260609_220337\registry\VDF_ProductionFetchManifest_v016.json"
"JSON_RECORD","VDF_PRODUCTION_FETCH_CONTROLLER_READY","LOW","2026-06-09 22:03:37","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v016_20260609_220337\runtime\vdf_production_fetch_result_v016.json"
"JSON_RECORD","VDF_PRODUCTION_FETCH_PLAN_READY","LOW","2026-06-09 22:03:37","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_PRODUCTION_FETCH_CONTROLLER_v016_20260609_220337\registry\VDF_ProductionFetchPlan_v016.json"
"AUDIT","VDF_ACTIVE_READER_USERTEST_READY","LOW","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\registry\VDF_ActiveReader_UserTest_AuditMatrix_v014.json"
"JSON_RECORD","","","2026-06-09 21:55:17","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\registry\VDF_Top10_LocalFreeLibs_ByActivationProcess_v014.json"
"JSON_RECORD","VDF_DATABASE_SKELETON_READY","LOW","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\registry\VDF_DatabaseSkeleton_OutputManifest_v014.json"
"JSON_RECORD","VDF_DATABASE_SKELETON_READY","LOW","","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_ACTIVE_READER_USERTEST_v014_20260609_215513\runtime\vdf_build_database_skeleton_result_v014.json"
